OpenedYear,Status,PracticeCode,PracticeName,NAICS,NAICS Name,BusinessStreetLine1,BusinessCity,BusinessState,PracticeId,id
2016,New,999,Other/Miscellaneous,513200,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,60,60000493341
2014,Closed,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,Real Estate Loan Servicing,3374 Walden Ave Ste 100,Depew,NY,60,60000443249
2016,New,999,Other/Miscellaneous,235000,"Special trade Contractors (includes plumbers, elec",4810 Fosdick Dr NW #286,Gig Harbor,WA,60,60000494509
2020,Closed,320,Unsatisfactory Repair/Service,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,42,42000573563
2013,Closed,26,Advertising,"511100-Newspaper, Periodicals, Book & Database Publishers","Newspaper, Periodicals, Book & Database Publishers",PO Box 70,Seattle,WA,19,19000428619
2014,Closed,998,Governement agency complaint,921190-Government (General),Government (General),810 Jefferson St SE,Olympia,WA,179,179000451299
2020,Closed,206,Right To Cancel,511000-Publishing Industries,,300 W 57th St,New York,NY,30,30000584903
2018,New,999,Other/Miscellaneous,812220-Cemeteries & Crematories,,,Lynnwood,WA,60,60000524424
2014,Closed,628,Rent raise,531190-MHU Use Only - MH landlord,MHU Use Only - MH landlord,9212 S Silver Lake RD,Medical Lake,WA,143,143000453189
2014,Closed,19,Inadequate Disclosure,454100-Electronic Shopping & Mail Order Houses,,,Savannah,GA,13,13000447894
2020,New,999,Other/Miscellaneous,531311-Residential property managers (includes landlords),,4616 22nd Ave NE,Seattle,WA,60,60000582464
2019,New,999,Other/Miscellaneous,561440-Collection Agencies,,270 Spagnoli Rd Ste 110,Melville,NY,60,60000547152
2020,New,999,Other/Miscellaneous,522320-Financial Transaction Processing,,,Jacksonville,FL,60,60000574910
2021,Closed,316,Billing Issues,621400-Outpatient Care Centers,,,Lynnwood,WA,107,107000593420
2013,Closed,22,Failure To Adjust/Refund,990000-Unclassified Establishments,,,,FL,16,16000425244
2014,Closed,318,Charge:Service Not Performed/Product not delivered,561510-Travel Agents,Travel Agents,6040 ML King Jr Way S,Seattle,WA,40,40000458575
2019,Closed,612,Duties of Landlord,531190-MHU Use Only - MH landlord,,24 Roy St #748,Seattle,WA,128,128000548035
2020,Closed,998,Governement agency complaint,920000-Public Administration,,PO Box 9046,Olympia,WA,179,179000572253
2020,Closed,996,COVID-19,561510-Travel Agents,,1111 Expedia Group Way W,Seattle,WA,216,216000574913
2019,Closed,206,Right To Cancel,514191-Internet service providers/info. services (doesn't,,1800 41st St Fl 5,Everett,WA,30,30000548402
2019,Closed,610,"Health, safety or sanitation",454000-Nonstore Retailers,,606 Riverside Dr ,Angleton,TX,126,126000547681
2020,New,999,Other/Miscellaneous,"238220-Duct Cleaning, Heating and Air-Conditioning",,,Spokane Valley,WA,60,60000560309
2013,Closed,320,Unsatisfactory Repair/Service,"335000-Electronic Equip., Appliance & Component Mfg'ring ","Electronic Equip., Appliance & Component Mfg'ring ",PO Box 6846,West Palm Beach,FL,42,42000436359
2017,Closed,30,Data Breach,561450-Credit Bureaus,,PO Box 105139,Atlanta,GA,115,115000514940
2019,Closed,422,Credit/Financing,522390-Real Estate Loan Servicing,,PO Box 10826,Greenville,SC,49,49000551534
2013,Closed,104,Non-Fulfillment,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,,,  ,23,23000424323
2018,Closed,316,Billing Issues,522210-Credit Card Issuing,,PO Box 965031,Orlando,FL,107,107000526953
2021,Closed,319,Unauthorized Repair/Service,454100-Electronic Shopping & Mail Order Houses,,2145 Hamilton Ave,San Jose,CA,41,41000587273
2019,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,,1745 114th Ave SE,Bellevue,WA,33,33000546525
2016,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,,,Shelburne,VT,16,16000483708
2015,Closed,998,Governement agency complaint,921190-Government (General),Government (General),902 S L St,Tacoma,WA,179,179000476167
2017,Closed,999,Other/Miscellaneous,522110-Commercial Banking,,PO Box 6000,Sioux Falls,SD,60,60000517720
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,20,20000433404
2013,Closed,59,Automatic Dialing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,21,21000431044
2020,New,999,Other/Miscellaneous,621400-Outpatient Care Centers,,PO Box 22612 ,Long Beach,CA,60,60000574534
2013,Closed,446,Third-Party Loan Modification Issue,541990-Credit repair and Counseling,,,Riverside,CA,174,174000436360
2013,Closed,404,Collection Practices,621300-Offices of Other Health Professionals,Offices of Other Health Professionals,,Tacoma,WA,46,46000423148
2015,Closed,212,Spyware / Malware,811212-Computer & office machine system repair & maintena,Computer & office machine system repair & maintena,12 Desbrosses St 3rd Fl,New York,NY,113,113000477383
2021,Open,7,Warranty,336111-Automobile Manufacturing,,PO Box 6000,Cherry Hill,NJ,6,6000594605
2017,New,999,Other/Miscellaneous,513320,Telecommunications/Wireless,PO Box 169014,Irving,TX,60,60000497876
2014,Closed,203,Internet & Mobile device based transaction,443120-Computer & Computer Software Stores,Computer & Computer Software Stores,333 Elliott Ave W Ste 200,Seattle,WA,27,27000453978
2021,Closed,318,Charge:Service Not Performed/Product not delivered,"235000-Special trade Contractors (includes plumbers, elec",,,Bellevue,WA,40,40000593704
2014,Closed,302,Not As Ordered,454100-Electronic Shopping & Mail Order Houses,,,Syosset,NY,34,34000455525
2017,New,999,Other/Miscellaneous,920000-Public Administration,,PO Box 9046,Olympia,WA,60,60000517412
2021,New,999,Other/Miscellaneous,452100-Department Stores,,,Boston,MA,60,60000589212
2018,Closed,316,Billing Issues,524000-Insurance Carriers & Related Activities,,,Seattle,WA,107,107000536225
2020,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Seattle,WA,27,27000572181
2016,New,999,Other/Miscellaneous,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,60,60000489412
2020,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000582586
2016,Closed,316,Billing Issues,485000-Transit & ground passenger transportation,Transit & ground passenger transportation,4701 Stoddard Rd,Modesto,CA,107,107000489380
2017,Closed,61,Phishing,993000-Phishing,,This is the ALL major,,  ,111,111000511674
2020,Closed,998,Governement agency complaint,523000-Securities,,222 Broadway 12th Fl,New York,NY,179,179000559706
2020,New,999,Other/Miscellaneous,524128-Extended Service contract companies,,1524 Hwy 30 E,Carroll,IA,60,60000585407
2013,Closed,301,Failure To Deliver/Perform,"451000-Sporting Goods, Hobby, Book & Music Stores","Sporting Goods, Hobby, Book & Music Stores",3501 S 38th St #26,Tacoma,WA,33,33000423362
2018,Closed,22,Failure To Adjust/Refund,511210-Software Publishers,,,"Bilbao, 48001, SPAIN",  ,16,16000539148
2015,Closed,316,Billing Issues,541100-Legal Services- Attorneys,,,Kennewick,WA,107,107000476048
2013,Closed,18,Service Representation,"560000-Admin. & support services (office admin., faciliti","Admin. & support services (office admin., faciliti",6400 NE Hwy 99 Ste G-291,Vancouver,WA,12,12000424514
2013,Closed,61,Phishing,993000-Phishing,,,,  ,111,111000437333
2015,Closed,19,Inadequate Disclosure,611000-Educational Services,Educational Services,109 Olding Rd Ste 100,Bremerton,WA,13,13000463972
2018,New,999,Other/Miscellaneous,561440-Collection Agencies,,This is the ALL major,,  ,60,60000524663
2017,Closed,403,Collection Activity (Fraudulent or mistaken ID),561440-Collection Agencies,,28790 US Hwy 19 N,Clearwater,FL,177,177000499608
2015,Closed,100,Misrepresentation of Terms,513310-Wired Telecommunications Carriers,Wired Telecommunications Carriers,Office of the President,Dallas,TX,22,22000461452
2021,Open,999,Other/Miscellaneous,541100-Legal Services- Attorneys,,,Kirkland,WA,60,60000590269
2013,Closed,446,Third-Party Loan Modification Issue,541620-Legal Services- All other legal services,,,Sayville,NY,174,174000435470
2020,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,,1323 34th Ave,Fife,WA,33,33000576074
2015,Closed,301,Failure To Deliver/Perform,513200-Cable Networks & Program Distribution,Cable Networks & Program Distribution,1323 34th Ave,Fife,WA,33,33000460291
2018,Closed,422,Credit/Financing,522390-Real Estate Loan Servicing,,PO Box 619097,Dallas,TX,49,49000535434
2016,Closed,303,Questionable Quality Product/Service,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,35,35000488728
2014,Closed,61,Phishing,990000-Unclassified Establishments,Unclassified Establishments,,,  ,111,111000446803
2018,Closed,998,Governement agency complaint,920000-Public Administration,,1125 Washington St SE,Olympia,WA,179,179000524375
2017,Closed,320,Unsatisfactory Repair/Service,441100-Automotive Dealers,,20612 Washington Hwy 99,Lynnwood,WA,42,42000522445
2021,Closed,996,COVID-19,713990-Amusement & Recreational Industries,,,,  ,216,216000588382
2013,Closed,318,Charge:Service Not Performed/Product not delivered,"235000-Special trade Contractors (includes plumbers, elec",,,Olympia,WA,40,40000423753
2020,New,999,Other/Miscellaneous,441100-Automotive Dealers,,4902 Pacific Hwy E,Fife,WA,60,60000584915
2020,Closed,61,Phishing,993000-Phishing,,This is the ALL major,,  ,111,111000581314
2019,Closed,301,Failure To Deliver/Perform,513322-Cellular & Other Wireless Telecommunications,,,San Francisco,CA,33,33000552192
2013,Closed,404,Collection Practices,561440-Collection Agencies,,,,WA,46,46000436135
2018,New,999,Other/Miscellaneous,"235000-Special trade Contractors (includes plumbers, elec",,,Seattle,WA,60,60000526636
2018,Closed,58,Telemarketing,511000-Publishing Industries,,1950 S State St,Tacoma,WA,20,20000534053
2017,Closed,316,Billing Issues,"221100-Electric Power Generation, Transmission & Distribu",,PO Box 34023,Seattle,WA,107,107000508821
2016,Closed,320,Unsatisfactory Repair/Service,811100-Automotive Repair & Maintenance,Automotive Repair & Maintenance,105 Decker Ct Ste 900,Irving,TX,42,42000490816
2018,Closed,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,60,60000536232
2016,Closed,317,Charge Above Estimate,522291-Consumer Lending (includes Payday Lenders),,,Chicago,IL,39,39000478920
2019,Closed,320,Unsatisfactory Repair/Service,"235000-Special trade Contractors (includes plumbers, elec",,,Seattle,WA,42,42000542732
2013,Closed,316,Billing Issues,722000-Restaurants and Bars,,,Seattle,WA,107,107000439420
2019,Closed,318,Charge:Service Not Performed/Product not delivered,"233000-General Contracting, building, & developing",,,Olympia,WA,40,40000549509
2019,Closed,203,Internet & Mobile device based transaction,"560000-Admin. & support services (office admin., faciliti",,,,  ,27,27000549370
2018,Closed,104,Non-Fulfillment,452100-Department Stores,,3333 Beverly Rd B6-258A-B,Hoffman Estates,IL,23,23000538469
2018,New,999,Other/Miscellaneous,334111-Computer Manufacturing,,One Apple Park Wy,Cupertino,CA,60,60000542095
2018,New,999,Other/Miscellaneous,522110-Commercial Banking,,200 S 6th St,Minneapolis,MN,60,60000539188
2017,New,999,Other/Miscellaneous,522390-Real Estate Loan Servicing,,18451 N Dallas Pkwy Ste 100,Dallas,TX,60,60000519793
2020,New,999,Other/Miscellaneous,561620-Security Systems (including locksmiths),,PO Box 814530,Dallas,TX,60,60000572018
2014,Closed,16,Identity Theft,990000-Unclassified Establishments,Unclassified Establishments,,,  ,102,102000446305
2020,New,999,Other/Miscellaneous,990000-Unclassified Establishments,,,,  ,60,60000564718
2018,Closed,9,High Pressure Sales,812112-Beauty Salons,,690 Southcenter Mall,Tukwila,WA,7,7000527514
2017,Closed,61,Phishing,993000-Phishing,,This is the ALL Major,,  ,111,111000520493
2016,Closed,13,Misrepresentation of product or service,813110-Religious Organizations,Religious Organizations,PO Box 15309,Seattle,WA,10,10000484441
2019,Closed,203,Internet & Mobile device based transaction,812199-Dating Clubs and Social Networking,,,Palo Alto,CA,27,27000544267
2013,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,93 S Jackson St Ste 38-480,Seattle,WA,20,20000426646
2020,New,999,Other/Miscellaneous,492110-Couriers & Express Delivery Services,,55 Glenlake Pkwy NE Dept #1936,Atlanta,GA,60,60000565321
2020,New,999,Other/Miscellaneous,713940-Fitness & Recreational Industries,,9807 224th St E Ste 122,Graham,WA,60,60000571265
2020,Closed,303,Questionable Quality Product/Service,522320-Financial Transaction Processing,,12312 Port Grace Blvd,Lavista,NE,35,35000565505
2017,Closed,206,Right To Cancel,522210-Credit Card Issuing,,,Atlanta,GA,30,30000499831
2015,Closed,204,Unsolicited E-mail,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,28,28000476485
2015,Closed,203,Internet & Mobile device based transaction,454100-Electronic Shopping & Mail Order Houses,,,Louisville,KY,27,27000466696
2020,New,412,Alleged criminal activity,990000-Unclassified Establishments,,PO Box 9046,Olympia,WA,196,196000569494
2021,New,999,Other/Miscellaneous,441310-Automotive Parts & Access. Stores - Retail,,,Vancouver,WA,60,60000593494
2018,Closed,637,Towing vehicles,488400-Motor Vehicle Towing,,PO Box 2887,Redmond,WA,152,152000528042
2018,Closed,213,Free to Pay,454100-Electronic Shopping & Mail Order Houses,,1000 Samoset Dr,Newark,DE,164,164000537168
2016,Closed,404,Collection Practices,621300-Offices of Other Health Professionals,Offices of Other Health Professionals,805 Madison St #901,Seattle,WA,46,46000479210
2020,Open,999,Other/Miscellaneous,541800-Advertising & Related Services (includes coupon bo,,16904 SE 1st St Ste 101,Vancouver,WA,60,60000562954
2020,Closed,25,Refund Policies,454100-Electronic Shopping & Mail Order Houses,,PO Box 81226,Seattle,WA,18,18000563423
2018,Closed,316,Billing Issues,"335000-Electronic Equip., Appliance & Component Mfg'ring ",,3000 Clearview Wy Bldg E,San Mateo,CA,107,107000541360
2018,New,999,Other/Miscellaneous,713940-Fitness & Recreational Industries,,3161 Michelson Ste 6000,Irvine,CA,60,60000538631
2016,Closed,316,Billing Issues,622000-Hospitals,,701 5th Ave #700,Seattle,WA,107,107000490934
2020,New,999,Other/Miscellaneous,811100-Automotive Repair & Maintenance,, 5130 Boston Harbor Rd NE,Olympia,WA,60,60000566365
2020,New,999,Other/Miscellaneous,513310-Wired Telecommunications Carriers,,6704 N Nevada St Ste #6,Spokane,WA,60,60000582516
2019,Closed,998,Governement agency complaint,920000-Public Administration,,,Kirkland,WA,179,179000546067
2021,Closed,61,Phishing,990000-Unclassified Establishments,,,,  ,111,111000587140
2020,Closed,996,COVID-19,713940-Fitness & Recreational Industries,,1346 State Ave,Marysville,WA,216,216000578094
2016,Closed,61,Phishing,993000-Phishing,Phishing,,,  ,111,111000480054
2019,Closed,13,Misrepresentation of product or service,"560000-Admin. & support services (office admin., faciliti",,c/o Vital Records Direct SL,Barcelona Spain,  ,10,10000553490
2019,Closed,627,Privacy Issues,518210-Web Hosting,,901 Cherry Ave,San Bruno,CA,141,141000555992
2014,Closed,61,Phishing,993000-Phishing,,,,CO,111,111000454537
2021,Closed,303,Questionable Quality Product/Service,442110-Furniture stores,,716 SE Everett Mall Way,Everett,WA,35,35000591228
2015,Closed,303,Questionable Quality Product/Service,441221-Motorcycle Dealers,,,Federal Way,WA,35,35000468580
2013,Closed,206,Right To Cancel,513320-Telecommunications/Wireless,Telecommunications/Wireless,PO Box 37380,Albuquerque,NM,30,30000440502
2017,Closed,999,Other/Miscellaneous,813300-Social Advocacy Organizations,,,Seattle,WA,60,60000498524
2020,Closed,22,Failure To Adjust/Refund,513320-Telecommunications/Wireless,,575 Morosgo Dr NE 12th Fl,Atlanta,GA,16,16000584856
2020,New,999,Other/Miscellaneous,"813900-Business, professional, labor, political & other organizations including PACs",,310 1st St SE,Washington,DC,60,60000581851
2014,Closed,58,Telemarketing,561422-Telemarketing,Telemarketing,,,  ,20,20000444862
2015,Closed,22,Failure To Adjust/Refund,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,PO Box 81226,Seattle,WA,16,16000467882
2015,Closed,19,Inadequate Disclosure,561590-Other Travel  services (includes travel clubs),Other Travel  services (includes travel clubs),1111 Expedia Group Way W,Seattle,WA,13,13000477451
2016,New,999,Other/Miscellaneous,990000,Unclassified Establishments,,,  ,60,60000496002
2021,Closed,62,Price Gouging,454300-Direct Selling Establishments (including home fuel,,900 S Industrial Wy,Ellensburg,WA,116,116000587895
2018,New,999,Other/Miscellaneous,522130-Credit Unions,,Attn: Legal/Compliance Dept,Spokane Valley,WA,60,60000542355
2016,Closed,301,Failure To Deliver/Perform,454100-Electronic Shopping & Mail Order Houses,Electronic Shopping & Mail Order Houses,,Eden Prairie,MN,33,33000495574
2013,Closed,59,Automatic Dialing,541990-Credit repair and Counseling,,,Pittsburgh,PA,21,21000432942
2017,Closed,316,Billing Issues,621400-Outpatient Care Centers,,,Everett,WA,107,107000505518
