PlaceRef,PropDesc,RateableVal,AccountName,LiabStart,PropAddress1,PropAddress2,PropAddress3,PropAddress4,PropAddress5,PropPostCode,Address1,Address2,Address3,Address4,Address5,PostCode,MandRlfCd,DiscRlfCd,AddRlfCd,MandRlf,DiscRlf,AdditionalRlf,SBRRlf,TRDisc/SSBCd,TRDisc/SSBAmt
2751000749,OFFICES AND PREMISES,11250,ROSEHILL FURNISHINGS LTD,08/09/2017,OAK GREEN HOUSE,SUITE 3 GROUND FLOOR,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,OAK GREEN HOUSE,SUITE 3 GROUND FLOOR,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,5613.75,,0.0
3522000239,SPORTS CENTRE AND PREMISES,36750,MANCHESTER FOOTBALL CLUB,07/02/2014,GROVE PARK,GROVE LANE,CHEADLE HULME,,,SK8 7NB,C/O HON TREASURER,GROVE PARK,GROVE LANE,CHEADLE HULME,CHEADLE,SK8 7NB,,DR,RETDSC,0.0,9169.13,9169.12,0.0,,0.0
4822015059,SCHOOL AND PREMISES,53000,HURSTHEAD JUNIOR SCHOOL,01/06/2014,10220  200910,HURSTHEAD JUNIOR SCHOOL,KIRKSTEAD ROAD,CHEADLE HULME,CHEADLE,SK8 7PZ,10220  200910,HURSTHEAD JUNIOR SCHOOL,KIRKSTEAD ROAD,CHEADLE HULME,CHEADLE,SK8 7PZ,MAN,,,21708.8,0.0,0.0,0.0,,0.0
4953015459,OFFICES AND PREMISES,2050,COTTONPRINT LTD,01/11/2016,SUITE 5 AND STORE 2ND FLR,STANLEY HOUSE,LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,SUITE 5 AND STORE 2ND FLR,STANLEY HOUSE,LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,,,,0.0,0.0,0.0,1022.95,,0.0
5569026039,OFFICES AND PREMISES,25250,FUTURE RECRUITMENT LTD,14/09/2010,1ST FLOOR,MELLOR HOUSE,MELLOR ROAD,CHEADLE HULME,CHEADLE,SK8 5AU,1ST FLOOR,MELLOR HOUSE,MELLOR ROAD,CHEADLE HULME,CHEADLE,SK8 5AU,,,,0.0,0.0,0.0,0.0,,0.0
5569026029,OFFICES AND PREMISES,22750,OPTASIA MEDICAL LTD,01/03/2011,GROUND FLOOR,MELLOR HOUSE,MELLOR ROAD,CHEADLE HULME,CHEADLE,SK8 5AU,GROUND FLOOR,MELLOR HOUSE,MELLOR ROAD,CHEADLE HULME,CHEADLE,SK8 5AU,,,,0.0,0.0,0.0,0.0,,0.0
2751000449,OFFICES AND PREMISES,11000,CHANDOS CIVIL ENGINEERING LTD,02/08/2007,1ST FLOOR CHANDOS HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,CHANDOS HOUSE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000629,OFFICES AND PREMISES,3300,CHANDOS CIVIL ENGINEERING LTD,01/12/2016,THE BOARDROOM CHANDOS HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,CHANDOS HOUSE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000709,CAR PARKING SPACE AND PREMISES,1400,CHANDOS CIVIL ENGINEERING LTD,01/12/2016,CAR SPACES AT CHANDOS HOUSE (FRONT),STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,,SK8 6QL,CHANDOS HOUSE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000699,CAR PARKING SPACE AND PREMISES,1400,CHANDOS CIVIL ENGINEERING LTD,01/04/2010,CAR SPACES CHANDOS HOUSE (REAR),STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,,SK8 6QL,CHANDOS HOUSE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000909,OFFICES AND PREMISES,15250,HEALTHCARE PROPERTY SOLUTIONS LTD,01/10/2019,1ST FLR,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,SK8 6QL,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000919,CAR PARKING SPACES,2100,HEALTHCARE PROPERTY SOLUTIONS LTD,01/10/2019,1ST FLR CAR SPACES,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,SK8 6QL,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000899,OFFICES AND PREMISES,15250,DRISCOLL BROTHERS GROUP LIMITED,11/08/2017,GND FLR,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,SK8 6QL,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000939,CAR PARKING SPACES,700,DRISCOLL BROTHERS GROUP LIMITED,11/08/2017,GND FLR CAR SPACES (2),THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,SK8 6QL,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000929,CAR PARKING SPACES,1050,DRISCOLL BROTHERS GROUP LIMITED,11/08/2017,GND FLR CAR SPACES (3),THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,SK8 6QL,THE CORNERSTONE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000309,OFFICES AND PREMISES,92000,CHARACTER WORLD LTD,11/06/2007,CHARACTER HOUSE,1 STANLEY GREEN BUS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,CHARACTER HOUSE,1 STANLEY GREEN BUSINESS PARK,OAK GREEN EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000529,OFFICES AND PREMISES,41750,SHORT CONSTRUCTION LIMITED,03/01/2019,UNIT H2 STANLEY GREEN BUSINESS PARK,OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,C/O SCL PROPERTY GROUP LTD,UNIT H2 STANLEY GREEN BUSINESS PARK,OAK GREEN EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000429,OFFICES AND PREMISES,24750,AMSHIRE SOLUTIONS LTD,17/12/2007,AMSHIRE HOUSE,STANLEY GREEN BUSINESS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,AMSHIRE HOUSE,4 OAK GREEN,STANLEY GREEN BUSINESS PARK,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000389,CAR PARKING SPACE AND PREMISES,2100,THE ASSOCIATES BUILDING SERVICES CONSULTING ENGINEERS  LTD,01/09/2007,CAR SPACES FOR GND FLR PORTLAND HOUSE,STANLEY GREEN BUS PARK OAK GREEN,EARL ROAD,CHEADLE HULME,CHEADLE,SK8 6QL,PORTLAND HOUSE,OAK GREEN EARL ROAD,STANLEY GREEN TRADING ESTATE,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
2751000379,OFFICES AND PREMISES,21000,THE ASSOCIATES BUILDING SERVICES CONSULTING ENGINEERS  LTD,01/09/2007,GND FLOOR,PORTLAND HOUSE,STANLEY GREEN BUSINESS PARK,OAK GREEN,CHEADLE HULME,SK8 6QL,PORTLAND HOUSE,OAK GREEN EARL ROAD,STANLEY GREEN TRADING ESTATE,CHEADLE HULME,CHEADLE,SK8 6QL,,,,0.0,0.0,0.0,0.0,,0.0
7376004159,OFFICES AND PREMISES,26750,BRABANT LTD,01/04/2015,BRABANT 2ND FLR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,,,,0.0,0.0,0.0,0.0,,0.0
7376004309,CAR PARKING SPACES,3500,BRABANT LTD,01/04/2017,BRABANT LTD (10),ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,,,,0.0,0.0,0.0,0.0,,0.0
7376004379,CAR PARKING SPACES,3500,GUTTERIDGE HASKINS & DAVEY LIMITED,27/03/2019,CAR SPACES NOS 29-38,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,LARGE WING PART 2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,,,,0.0,0.0,0.0,0.0,,0.0
7376004439,CAR PARKING SPACE(S),700,GUTTERIDGE HASKINS & DAVEY LIMITED,27/03/2019,CAR SPACES NOS 39 & 40,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,LARGE WING PART 2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,,,,0.0,0.0,0.0,0.0,,0.0
7376004409,CAR PARKING SPACES,2100,GUTTERIDGE HASKINS & DAVEY LIMITED,27/03/2019,CAR SPACES NOS 55-60,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,LARGE WING PART 2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,,,,0.0,0.0,0.0,0.0,,0.0
7376004139,OFFICES AND PREMISES,46500,GUTTERIDGE HASKINS & DAVEY LIMITED,27/03/2019,LARGE WING PART 2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,LARGE WING PART 2ND FLOOR,ALEXANDER HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AE,,,,0.0,0.0,0.0,0.0,,0.0
7376052759,OFFICES AND PREMISES,8800,J&D CONSULTING LTD,18/03/2019,OFFICE 2BD PT 2ND FLR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,OFFICE 2BD PT 2ND FLR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,4391.2,,0.0
7376052529,CAR PARKING SPACE,350,SOURCE LAB LTD,01/04/2015,CAR SPACE 128,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376053119,CAR PARKING SPACE,350,SOURCE LAB LTD,01/04/2017,CAR SPACE 149,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052699,CAR PARKING SPACE,350,SOURCE LAB LTD,01/05/2013,CAR SPACE 190,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052019,CAR PARKING SPACES,1050,JORDAN LYNCH LTD,01/04/2017,CAR SPACES 124-126,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376051469,CAR PARKING SPACES,2100,SOURCE LAB LTD,21/12/2006,CAR SPACES 62-66 &69,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376051419,OFFICES AND PREMISES,8900,CONSEGNA RECRUITMENT LIMITED,14/08/2018,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,4441.1,,0.0
7376051759,OFFICES AND PREMISES,7500,EUAN KELLIE PROPERTY SOLUTIONS LIMITED,24/07/2018,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,3742.5,,0.0
7376051409,OFFICES AND PREMISES,21000,SOURCE LAB LTD,21/12/2006,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376051859,OFFICES AND PREMISES,13500,JORDAN LYNCH LTD,01/07/2018,UNIT 2B.B PT 2ND FLOOR  B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,3368.25,,0.0
7376051809,OFFICES AND PREMISES,2600,ADRIAN CAMERON LTD,16/01/2009,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,1297.4,,0.0
7376051829,OFFICES AND PREMISES,2600,HB2G LTD,20/10/2014,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,PT 2ND FLOOR B WING,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,1297.4,,0.0
7376051989,OFFICES AND PREMISES,11000,THE TRANSLATION PEOPLE LIMITED,25/06/2010,SUITE 4AA,4TH FLOOR LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITA 4AA 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,5489.0,,0.0
7376053079,CAR PARKING SPACE,350,THE TRANSLATION PEOPLE LIMITED,01/11/2018,CAR SPACE 142,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITA 4AA 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052309,OFFICES AND PREMISES,10750,LEGACY LIVING LTD,17/01/2013,SUITE 4AC 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4AC 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,5364.25,,0.0
7376053059,CAR PARKING SPACE,350,BEAM FIELDWORK LIMITED,14/09/2018,CAR SPACE 136,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4AD 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376053009,CAR PARKING SPACES,350,BEAM FIELDWORK LIMITED,14/09/2018,CAR SPACE 137,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4AD 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052299,OFFICES AND PREMISES,9200,BEAM FIELDWORK LIMITED,14/09/2018,SUITE 4AD 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4AD 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,4590.8,,0.0
7376052539,CAR PARKING SPACE,350,ORBITAL EDUCATION LTD,01/04/2015,CAR SPACE 129,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4BA,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052999,OFFICES AND PREMISES,3700,ORBITAL EDUCATION LTD,12/10/2017,CONFERENCE ROOM PART 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4BA,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052969,OFFICES AND PREMISES,18500,ORBITAL EDUCATION LTD,12/10/2017,SUITE 4BA PT 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4BA,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376052989,OFFICES AND PREMISES,7900,GODFREY HOLLAND LTD,12/11/2018,SUITE 4BC PART 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE 4BC PART 4TH FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,3942.1,,0.0
7376051909,CAR PARKING SPACES,1400,JOHNSON GEDDES LTD,24/04/2009,CAR SPACES 6 & 96-98,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE G1A GROUND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376051519,OFFICES AND PREMISES,20000,JOHNSON GEDDES LTD,14/03/2014,PART GROUND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,SUITE G1A GROUND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,,,,0.0,0.0,0.0,0.0,,0.0
7376022749,CAR PARKING SPACE,350,RETIREMENT SOLUTIONS UK LTD,07/03/2011,CAR SPACE 83,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,4TH FLOOR SOUTH WING,METROPLOITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022779,CAR PARKING SPACES,2100,RETIREMENT SOLUTIONS UK LTD,07/03/2011,CAR SPACES 70 - 75,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,4TH FLOOR SOUTH WING,METROPLOITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376024029,OFFICES AND PREMISES,9500,RETIREMENT SOLUTIONS UK LTD,19/04/2017,RETIREMENT SOLUTIONS 4TH FLR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,4TH FLOOR SOUTH WING,METROPLOITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022639,OFFICES AND PREMISES,8300,RETIREMENT SOLUTIONS UK LTD,04/01/2019,SUITE 1 SOUTH WING 3RD FLR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,4TH FLOOR SOUTH WING,METROPLOITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022689,OFFICES AND PREMISES,27750,WOODFORD ENGINEERING COSULTANCY UK LTD,01/04/2010,1ST FLOOR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,1ST FLOOR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022889,CAR PARKING SPACE AND PREMISES,3850,WOODFORD ENGINEERING COSULTANCY UK LTD,04/07/2014,CAR SPACES 13 - 23,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,1ST FLOOR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022499,OFFICES AND PREMISES,3400,WOODFORD ENGINEERING COSULTANCY UK LTD,01/02/2012,SUITE 1 NORTH WING 1ST FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,1ST FLOOR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376024039,OFFICES AND PREMISES,17750,HARRIS AND PORTER RECRUITMENT LTD,19/03/2018,VACANT PART 4TH FLOOR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,4TH FLOOR SOUTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,RETDSC,0.0,0.0,8857.25,0.0,,0.0
7376022789,CAR PARKING SPACES,1400,HOMEBIRD INTERIORS LTD,07/03/2011,CAR SPACES 76 - 79,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,PT GND FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022869,CAR PARKING SPACES,3150,HOMEBIRD INTERIORS LTD,01/04/2013,CAR SPACES 84-92,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,PT GND FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022449,SHOWROOM AND PREMISES,26000,HOMEBIRD INTERIORS LTD,28/09/2011,PT GND FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,PT GND FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,RETDSC,0.0,0.0,12974.0,0.0,,0.0
7376022699,OFFICES AND PREMISES,3600,HOMEBIRD INTERIORS LTD,03/06/2013,SUITE 3 SOUTH WING GND FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,PT GND FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376024049,OFFICES AND PREMISES,8400,LL BARROWCLIFF LTD,01/09/2019,SUITE 1 2ND FLR NORTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 1 2ND FLR NORTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,4191.6,,0.0
7376022669,OFFICES AND PREMISES,5800,NEED 2 KNOW (EDUCATION) LTD,19/09/2013,SUITE 1 3RD FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 1 3RD FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,2894.2,,0.0
7376024059,OFFICES AND PREMISES,16500,MY DIGITAL ACCOUNTS LIMITED,01/09/2019,SUITE 2 2ND FLR NORTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 2 2ND FLR NORTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022579,OFFICES AND PREMISES,7200,YOUR SUPPORT TEAM LTD,03/02/2020,SUITE 2 3RD FLOOR NORTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 2 3RD FLOOR NORTH WING,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,3592.8,,0.0
7376022599,OFFICES AND PREMISES,8800,ELEMENT 6 RECRUITMENT LTD,12/12/2018,SUITE 2 NORTH WING 1ST FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 2 NORTH WING 1ST FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,4391.2,,0.0
7376022829,CAR PARKING SPACE AND PREMISES,2800,MARO DEVELOPMENTS LTD,01/04/2013,CAR SPACES 1-5 & 37-38 & 93,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 2 SOUTH WING 3RD FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
7376022649,OFFICES AND PREMISES,18250,MARO DEVELOPMENTS LTD,18/12/2011,SUITE 2 SOUTH WING 3RD FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,SUITE 2 SOUTH WING 3RD FLOOR,METROPOLITAN HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AZ,,,,0.0,0.0,0.0,0.0,,0.0
