LocationDesc,HealthTopic,PolicyTopic,Title,Status,GeoLocation,DisplayOrder,PolicyTypeID
Kansas,Physical Activity,Built Environment and Street-Scale Design,Blind Persons,Dead,"(38.3477403, -98.200781227)",68,LEG
Ohio,Obesity,Appropriations,Home-Delivered Meal Services,Enacted,"(40.060210141, -82.404260056)",28,REG
Missouri,Obesity,Body Mass Index (BMI),Transportation Issues,Dead,"(38.635790776, -92.566300053)",29,LEG
Tennessee,Obesity,Appropriations,Food and Food Products,Dead,"(35.68094058, -85.774490914)",28,LEG
Hawaii,Nutrition,School Nutrition,Taxation,Dead,"(21.304850435, -157.857749403)",21,LEG
Michigan,Physical Activity,"Parks, Recreation and Trails",Recreational Authorities,Dead,"(44.661319543001, -84.71439027)",59,LEG
Minnesota,Nutrition,Appropriations,Employment,Dead,"(46.355648736, -94.794200503)",2,LEG
New York,Nutrition,Farmers Markets,An Act Making Appropriations,Enacted,"(42.827001032, -75.543970427)",9,LEG
Washington,Nutrition,Appropriations,Small Business Employee Wellness Program,Dead,"(47.522278629, -120.47001079)",2,LEG
Hawaii,Nutrition,Appropriations,"Kalo, Taro Farms, School Meals",Dead,"(21.304850435, -157.857749403)",2,LEG
Hawaii,Obesity,Sugar Sweetened Beverages,Taxation,Dead,"(21.304850435, -157.857749403)",43,LEG
West Virginia,Nutrition,Appropriations,Provisions of Sales and Use Tax,Dead,"(38.665510202, -80.712640135)",2,LEG
District of Columbia,Nutrition,Disparities/Equity,Food Policy Council,Enacted,"(38.890371385, -77.031961127)",7,LEG
Massachusetts,Nutrition,Incentives,School Nutrition,Dead,"(42.27687047, -72.082690675)",17,LEG
New Mexico,Obesity,Sugar Sweetened Beverages,Sweetened Beverage Excise Tax Act,Dead,"(34.520880952, -106.240580985)",43,LEG
Maryland,Obesity,Menu Labeling,Sustainable Communities,Dead,"(39.290580964, -76.609260111)",41,LEG
New Jersey,Nutrition,Trans Fats,Member Fees Sales and Use Tax,Dead,"(40.130570048, -74.273691288)",24,LEG
Georgia,Obesity,TV/Screen Viewing,Group Day Care Homes,Enacted,"(32.839681093, -83.627580346)",45,REG
North Carolina,Physical Activity,Task Forces/Councils,Childhood Obesity Legislative Task Force,Dead,"(35.466220975, -79.159250463)",67,LEG
Massachusetts,Physical Activity,School Siting,School Nutrition,Enacted,"(42.27687047, -72.082690675)",65,LEG
Iowa,Nutrition,Initiatives and Programs,Maternal and Child Health Program<br>,Enacted,"(42.469400913, -93.816490556)",26,REG
Arkansas,Physical Activity,Pedestrians/Walking,Big Flat Walking Trail,Enacted,"(34.748650124, -92.274490743)",69,LEG
South Carolina,Nutrition,Nutrition Standards,Healthy Students Act of 2013,Introduced,"(33.998821303, -81.045371207)",6,LEG
Pennsylvania,Physical Activity,Task Forces/Councils,Blighted Property Database,Enacted,"(40.793730152, -77.860700294)",67,LEG
Minnesota,Nutrition,Sodium,Public Health,Dead,"(46.355648736, -94.794200503)",22,LEG
Massachusetts,Physical Activity,Bicycling,Transportation System Reform,Dead,"(42.27687047, -72.082690675)",50,LEG
Ohio,Obesity,Appropriations,WIC Program,Enacted,"(40.060210141, -82.404260056)",28,REG
Washington,Nutrition,Trans Fats,An Act Relating to the Establishment of Food Purchasing Policies<br>,Dead,"(47.522278629, -120.47001079)",24,LEG
Montana,Nutrition,Agriculture and Farming,Appropriations by Budget Amendment,Dead,"(47.066528972, -109.424420645)",10,LEG
Massachusetts,Nutrition,Appropriations,Farmers Markets,Dead,"(42.27687047, -72.082690675)",2,LEG
Pennsylvania,Obesity,Appropriations,"State Budget, Finance and Taxes",Enacted,"(40.793730152, -77.860700294)",28,LEG
New York,Nutrition,Food Security,Health and  Mental Hygiene Budget<br>,Enacted,"(42.827001032, -75.543970427)",14,LEG
Florida,Nutrition,Food Assistance Programs,Healthy Lifestyles,Enacted,"(28.932040377, -81.928960539)",3,LEG
Hawaii,Nutrition,Farm Direct Foods,Aspartame,Dead,"(21.304850435, -157.857749403)",8,LEG
Washington,Physical Activity,Bicycling,Bicycle and Pedestrian Traffic Safety Curriculum,Enacted,"(47.522278629, -120.47001079)",50,LEG
Massachusetts,Physical Activity,Public Transportation,Opportunity Rebuilding and Expansion Infrastructure,Dead,"(42.27687047, -72.082690675)",63,LEG
Iowa,Nutrition,Farm Direct Foods,Farm-to-School Curricula,Introduced,"(42.469400913, -93.816490556)",8,LEG
New York,Nutrition,Healthier Food Retail and Food Deserts,Foods and Beverages on School Property,Dead,"(42.827001032, -75.543970427)",12,LEG
California,Obesity,Body Mass Index (BMI),Taxation: Sweetened Beverage Tax: Children's Health,Dead,"(37.638640123, -120.999999538)",29,LEG
California,Nutrition,Farm Direct Foods,Farmers' Markets: Electronic Benefit Transfers,Enacted,"(37.638640123, -120.999999538)",8,LEG
Massachusetts,Nutrition,Media Campaigns,Out of School Time Programming,Dead,"(42.27687047, -72.082690675)",19,LEG
Florida,Obesity,Menu Labeling,Growth Management,Dead,"(28.932040377, -81.928960539)",41,LEG
California,Physical Activity,Physical Activity Requirements,Taxation: Sweetened Beverage Tax: Children's Health,Dead,"(37.638640123, -120.999999538)",60,LEG
Hawaii,Nutrition,Appropriations,Sustainable Agricultural Practices Task Force,Dead,"(21.304850435, -157.857749403)",2,LEG
Illinois,Physical Activity,Public Transportation,An Act Concerning School Education,Introduced,"(40.485010283, -88.997710178)",63,LEG
Illinois,Obesity,Appropriations,Health Facility Planning,Enacted,"(40.485010283, -88.997710178)",28,LEG
West Virginia,Nutrition,Trans Fats,Standards for School Nutrition,Enacted,"(38.665510202, -80.712640135)",24,REG
West Virginia,Nutrition,Appropriations,Tax Credits for the Sale of Locally Grown Produce,Dead,"(38.665510202, -80.712640135)",2,LEG
Arkansas,Physical Activity,"Parks, Recreation and Trails",Department of Finance and Administration,Enacted,"(34.748650124, -92.274490743)",59,LEG
New York,Nutrition,Incentives,Statewide School Nutrition Standards,Dead,"(42.827001032, -75.543970427)",17,LEG
New York,Nutrition,Food Assistance Programs,An Act  Making Appropriations,Enacted,"(42.827001032, -75.543970427)",3,LEG
New York,Physical Activity,Media Campaigns,Physical Fitness and Activity Education Program,Introduced,"(42.827001032, -75.543970427)",71,LEG
New York,Physical Activity,Pedestrians/Walking,Smart Growth,Dead,"(42.827001032, -75.543970427)",69,LEG
Hawaii,Physical Activity,School Siting,Housing,Dead,"(21.304850435, -157.857749403)",65,LEG
New Mexico,Nutrition,Appropriations,Assisted Living Facilities for Adults,Enacted,"(34.520880952, -106.240580985)",2,REG
Maryland,Physical Activity,Public Transportation,Maryland Community Enhancement,Dead,"(39.290580964, -76.609260111)",63,LEG
Hawaii,Nutrition,Appropriations,Senior Citizens,Dead,"(21.304850435, -157.857749403)",2,LEG
Minnesota,Obesity,Body Mass Index (BMI),Transportation,Dead,"(46.355648736, -94.794200503)",29,LEG
Oregon,Nutrition,Fruits and Vegetables,Establishment of Nutritional Requirement for Food Items,Dead,"(44.567449424, -120.155031326)",15,LEG
New Mexico,Nutrition,Appropriations,Snack Food Taxation,Dead,"(34.520880952, -106.240580985)",2,LEG
Vermont,Physical Activity,Safe Routes to Schools,Transportation Program,Enacted,"(43.625381239, -72.517640791)",64,LEG
Maryland,Nutrition,Access to Healthy Foods,Organic and Locally Grown Agricultural Products,Dead,"(39.290580964, -76.609260111)",1,LEG
Nevada,Physical Activity,Physical Education Requirements,Senate Concurrent Resolution,Enacted,"(39.49324039, -117.071840564)",61,LEG
Nevada,Physical Activity,Physical Education Requirements,Elementary Schools,Dead,"(39.49324039, -117.071840564)",61,LEG
Minnesota,Obesity,Appropriations,Capital Improvements,Dead,"(46.355648736, -94.794200503)",28,LEG
New York,Obesity,Food Restrictions,Restricted Trans Fats in Institution Food,Dead,"(42.827001032, -75.543970427)",35,LEG
Maine,Nutrition,Farm Direct Foods,Schools and Locally Grown Food,Dead,"(45.254228894001, -68.985031336)",8,LEG
District of Columbia,Physical Activity,Pedestrians/Walking,Grocery Store Terms and Conditions,Dead,"(38.890371385, -77.031961127)",69,LEG
Massachusetts,Nutrition,Access to Healthy Foods,Farmers Markets,Dead,"(42.27687047, -72.082690675)",1,LEG
Mississippi,Obesity,Food Restrictions,An Act Amending Food Assistance Program Requirements<br>,Dead,"(32.745510099, -89.538030825)",35,LEG
Maryland,Nutrition,Trans Fats,Public Health,Dead,"(39.290580964, -76.609260111)",24,LEG
Illinois,Nutrition,Farm Direct Foods,Farmers Markets,Dead,"(40.485010283, -88.997710178)",8,LEG
Louisiana,Physical Activity,Bicycling,Transportation Development Department,Enacted,"(31.312660644, -92.445680071)",50,LEG
Rhode Island,Nutrition,Task Forces/Councils,Rules and Regulations for School Health Programs,Enacted,"(41.708280193, -71.522470314)",23,REG
Connecticut,Physical Activity,Initiatives and Programs,An Act Implementing Provisions of the State Budget<br>,Enacted,"(41.56266102, -72.649840952)",70,LEG
District of Columbia,Nutrition,Healthier Food Retail and Food Deserts,Southeast Federal Center and Yards,Dead,"(38.890371385, -77.031961127)",12,LEG
Kentucky,Physical Activity,Public Transportation,Tax Increment Financing,Enacted,"(37.645970271, -84.774971048)",63,LEG
Illinois,Obesity,Appropriations,Department of Juvenile Justice School District,Dead,"(40.485010283, -88.997710178)",28,LEG
Florida,Physical Activity,"Parks, Recreation and Trails",Neighborhood Improvement Districts,Dead,"(28.932040377, -81.928960539)",59,LEG
New York,Physical Activity,Task Forces/Councils,Office Of Nutrition And Fitness,Dead,"(42.827001032, -75.543970427)",67,LEG
Maine,Physical Activity,Built Environment and Street-Scale Design,Energy Use Study,Enacted,"(45.254228894001, -68.985031336)",68,LEG
Florida,Obesity,Appropriations,Growth Management,Dead,"(28.932040377, -81.928960539)",28,LEG
New York,Nutrition,Farmers Markets,Commissioner of Economic Development,Dead,"(42.827001032, -75.543970427)",9,LEG
Pennsylvania,Obesity,Appropriations,Oil Company Gross Profits Tax,Dead,"(40.793730152, -77.860700294)",28,LEG
California,Physical Activity,Pedestrians/Walking,Subdivisions,Dead,"(37.638640123, -120.999999538)",69,LEG
Virginia,Obesity,Menu Labeling,Fort Belvoir Improved Public Transportation Study,Enacted,"(37.542680674, -78.457890463)",41,LEG
New Mexico,Nutrition,Fruits and Vegetables,New Mexico Food and Farms Day,Enacted,"(34.520880952, -106.240580985)",15,LEG
Texas,Nutrition,Farm Direct Foods,Foods Stamps and WIC Voucher Acceptance,Dead,"(31.827240407, -99.426770206)",8,LEG
Florida,Obesity,Incentives,Wellness and Health Improvement Programs,Dead,"(28.932040377, -81.928960539)",38,LEG
Tennessee,Nutrition,Appropriations,Fiscal Year Appropriations,Enacted,"(35.68094058, -85.774490914)",2,LEG
Massachusetts,Nutrition,Trans Fats,Wellness Trust,Dead,"(42.27687047, -72.082690675)",24,LEG
Texas,Physical Activity,Built Environment and Street-Scale Design,Creation of North Fort Bend County Improvement District,Enacted,"(31.827240407, -99.426770206)",68,LEG
Kentucky,Nutrition,Agriculture and Farming,Kentucky Grown Agriculture in State Resort Parks,Enacted,"(37.645970271, -84.774971048)",10,LEG
Hawaii,Nutrition,Medical Care,Parking in Bicycle Paths,Dead,"(21.304850435, -157.857749403)",16,LEG
Montana,Nutrition,Access to Healthy Foods,Creation and Administration of the Senior Farmers' Market Nutrition Program (SFMNP),Enacted,"(47.066528972, -109.424420645)",1,REG
Hawaii,Nutrition,Appropriations,Child Nutrition Programs,Enacted,"(21.304850435, -157.857749403)",2,LEG
Washington,Nutrition,Liability and Indemnity,Bicycle And Pedestrian Safety,Enacted,"(47.522278629, -120.47001079)",18,LEG
Idaho,Nutrition,Agriculture and Farming,Rules of the Preferred Promotion Program,Enacted,"(43.682630005, -114.363730042)",10,REG
Texas,Nutrition,Trans Fats,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",24,LEG
Maryland,Nutrition,Appropriations,Program Open Space,Dead,"(39.290580964, -76.609260111)",2,LEG
Michigan,Nutrition,Appropriations,Uniform Health Coverage Plan,Dead,"(44.661319543001, -84.71439027)",2,LEG
California,Physical Activity,Pedestrians/Walking,Vehicles: Traffic Control Device: Standards: Committee,Dead,"(37.638640123, -120.999999538)",69,LEG
Connecticut,Nutrition,Food Assistance Programs,Nutrition Assistance,Dead,"(41.56266102, -72.649840952)",3,LEG
New York,Nutrition,Appropriations,Food Service Warning,Dead,"(42.827001032, -75.543970427)",2,LEG
Massachusetts,Nutrition,Disparities/Equity,Food Policy Council,Dead,"(42.27687047, -72.082690675)",7,LEG
Massachusetts,Nutrition,Farm Direct Foods,Minors and Energy Drinks,Dead,"(42.27687047, -72.082690675)",8,LEG
Oklahoma,Nutrition,Farm Direct Foods,Beekeepers Authority to Sell Honey,Dead,"(35.472031356, -97.521070214)",8,LEG
Utah,Obesity,Menu Labeling,Eminent Domain Uses,Enacted,"(39.360700171, -111.587130635)",41,LEG
California,Obesity,Incentives,Taxation: Sweetened Beverages: Pediatric Obesity Fund,Dead,"(37.638640123, -120.999999538)",38,LEG
Connecticut,Obesity,Sugar Sweetened Beverages,Tax on Soft Drinks,Dead,"(41.56266102, -72.649840952)",43,LEG
Massachusetts,Nutrition,Task Forces/Councils,School Nutrition,Dead,"(42.27687047, -72.082690675)",23,LEG
Hawaii,Physical Activity,Bicycling,Koloa Community Hapa Trail Volunteer Assistance,Dead,"(21.304850435, -157.857749403)",50,LEG
District of Columbia,Obesity,Appropriations,Community Schools,Dead,"(38.890371385, -77.031961127)",28,LEG
New Mexico,Obesity,Liability and Indemnity,Taxation and Soft Drinks,Dead,"(34.520880952, -106.240580985)",39,LEG
Florida,Physical Activity,Pedestrians/Walking,Growth Management,Dead,"(28.932040377, -81.928960539)",69,LEG
Pennsylvania,Nutrition,Nutrition Standards,Value Added Assessments and Dropout Prevention,Enacted,"(40.793730152, -77.860700294)",6,LEG
California,Physical Activity,Bicycling,Local Planning,Dead,"(37.638640123, -120.999999538)",50,LEG
North Carolina,Physical Activity,Physical Education Requirements,"An act to provide for studies by the legislative research commission, statutory oversight committees and commissions, and other agencies, committees and commissions.<br>",Enacted,"(35.466220975, -79.159250463)",61,LEG
Florida,Physical Activity,Public Transportation,Enterprise Zone Act,Dead,"(28.932040377, -81.928960539)",63,LEG
New York,Nutrition,Media Campaigns,State Fiscal Plan Implementation,Enacted,"(42.827001032, -75.543970427)",19,LEG
Indiana,Nutrition,Agriculture and Farming,Agricultural Matters,Dead,"(39.766910452, -86.149960194)",10,LEG
Kentucky,Nutrition,Agriculture and Farming,Budget Bill Amendments,Dead,"(37.645970271, -84.774971048)",10,LEG
Massachusetts,Physical Activity,Physical Activity Requirements,Student Nutrition and Wellness,Dead,"(42.27687047, -72.082690675)",60,LEG
Hawaii,Physical Activity,Public Transportation,County Infrastructure Development Revolving Loan F,Dead,"(21.304850435, -157.857749403)",63,LEG
Tennessee,Physical Activity,"Parks, Recreation and Trails",Recreational Areas,Dead,"(35.68094058, -85.774490914)",59,LEG
Minnesota,Physical Activity,Public Safety,Local Government,Dead,"(46.355648736, -94.794200503)",62,LEG
Maryland,Nutrition,Appropriations,Public Health,Dead,"(39.290580964, -76.609260111)",2,LEG
Minnesota,Nutrition,Liability and Indemnity,Capital Improvements,Dead,"(46.355648736, -94.794200503)",18,LEG
Minnesota,Nutrition,Incentives,Sales and Use Taxes,Enacted,"(46.355648736, -94.794200503)",17,REG
Texas,Physical Activity,Built Environment and Street-Scale Design,Windsor Hills Municipal Management District,Enacted,"(31.827240407, -99.426770206)",68,LEG
California,Nutrition,Healthier Food Retail and Food Deserts,Public Health: Food Justice,Dead,"(37.638640123, -120.999999538)",12,LEG
Texas,Physical Activity,Safe Routes to Schools,Transportation Funding,Enacted,"(31.827240407, -99.426770206)",64,REG
Vermont,Physical Activity,Physical Activity Requirements,Nutrition Policy in Schools,Enacted,"(43.625381239, -72.517640791)",60,LEG
Kentucky,Nutrition,Agriculture and Farming,Surplus Agricultural Commodities,Enacted,"(37.645970271, -84.774971048)",10,LEG
New Mexico,Nutrition,School Nutrition,"Declaring  January  26, 2012 as School Nutrition Day <br>",Enacted,"(34.520880952, -106.240580985)",21,LEG
Minnesota,Nutrition,Medical Care,Traffic Regulations,Enacted,"(46.355648736, -94.794200503)",16,LEG
California,Nutrition,Nutrition Standards,Public Contracts: Healthy and Sustainable Food,Dead,"(37.638640123, -120.999999538)",6,LEG
New York,Nutrition,Food Policy Councils,New York State Council on Food Policy,Dead,"(42.827001032, -75.543970427)",13,LEG
New York,Nutrition,Incentives,Occupational Wellness Task Force,Dead,"(42.827001032, -75.543970427)",17,LEG
Mississippi,Obesity,Task Forces/Councils,Advisory Council On Hepatitis C,Enacted,"(32.745510099, -89.538030825)",44,LEG
Texas,Physical Activity,Disabilities,Texas Transportation Commission,Dead,"(31.827240407, -99.426770206)",52,LEG
New Jersey,Obesity,Appropriations,State Budget FY 2009 and 2010,Enacted,"(40.130570048, -74.273691288)",28,LEG
Maryland,Obesity,Appropriations,State Employee and Retiree Benefits,Dead,"(39.290580964, -76.609260111)",28,LEG
Utah,Obesity,Food Restrictions,Short Title - Locally Produced Agriculture,Dead,"(39.360700171, -111.587130635)",35,LEG
Illinois,Nutrition,Task Forces/Councils,Fresh Food Fund,Enacted,"(40.485010283, -88.997710178)",23,LEG
New Mexico,Physical Activity,Initiatives and Programs,Senate Joint Memorial<br>,Enacted,"(34.520880952, -106.240580985)",70,LEG
Oklahoma,Physical Activity,Task Forces/Councils,Schools,Dead,"(35.472031356, -97.521070214)",67,LEG
Illinois,Obesity,Task Forces/Councils,Obesity Study and Prevention Fund,Enacted,"(40.485010283, -88.997710178)",44,LEG
