County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Warren,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Seneca,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Warren,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's-head Lady's Slipper,S2,G3
Clinton,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,S5,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Polygala lutea,Orange Milkwort,S1,G5
Warren,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,S3S4,G3G4
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,S1,G5
Genesee,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,S5B,G5
Onondaga,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake,S5,G5
Wayne,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,S4,G5
Dutchess,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,S3,G4
Genesee,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,S5,G5
Chautauqua,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,S5B,G5
Hamilton,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Najas marina,Spiny Water Nymph,S1,G5
Livingston,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,S3,G5
Chemung,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Saratoga,Animal,Reptiles,Snakes,Coluber constrictor,Racer,S4,G5
St. Lawrence,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Herkimer,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,S3S4,G4G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Scutellaria nervosa,Veined Skullcap,SX,G5
Suffolk,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,S3B,G4
Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,S5B,G5
Queens,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,S3,G5
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,S3,G5
Cattaraugus,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Cortland,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,S2S3,G4
Ulster,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Essex,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder,S1,G5
Wyoming,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing,S5B,G5
Genesee,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,S2,G5T5
Rockland,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Columbia,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat,S5B,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,S2,G5T1
Herkimer,Animal,Birds,Loons,Gavia immer,Common Loon,S4,G5
Richmond,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Seneca,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Madison,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Chemung,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,S3,G5T4?
Rensselaer,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Dutchess,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Columbia,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,S3,G5
Putnam,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,S2,G3
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,S2,G5
Fulton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Broome,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,S3B,G4
Washington,Plant,Flowering Plants,Other Flowering Plants,Houstonia purpurea var. purpurea,Purple Bluets,SH,G5T5
St. Lawrence,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Schuyler,Animal,Birds,"Rails, Coots and Cranes",Fulica americana,American Coot,S3,G5
Oneida,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,S3,G4
Saratoga,Animal,Birds,"Ducks, Geese, Waterfowl",Aythya collaris,Ring-necked Duck,S3,G5
Oneida,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,S5,G5
Fulton,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler,S5B,G5
Kings,Plant,Flowering Plants,Other Flowering Plants,Clitoria mariana var. mariana,Butterfly Pea,SX,G5TNR
Ulster,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,S1S2,G5
Sullivan,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta heterodon,Dwarf Wedgemussel,S1,G1G2
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Geum triflorum var. triflorum,Prairie Smoke,S2,G5T5
Ulster,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Westchester,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,S1,G3
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis martialis,Mottled Duskywing,S1,G3
Onondaga,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,S3,G3G4
Oneida,Plant,Flowering Plants,Other Flowering Plants,Primula mistassinica,Bird's Eye Primrose,S2,G5
Oneida,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Washington,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,S1,G5
Tompkins,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,S2,G5
Steuben,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Schuyler,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Rockland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,S5,G5
Ontario,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Hamilton,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,S1S2,G5
Suffolk,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,S2,G5T1
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,S1,G5
Chautauqua,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,S2S3,G4
Tioga,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Cattaraugus,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,S5,G5
St. Lawrence,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Nassau,Plant,Flowering Plants,Sedges,Carex caroliniana,Carolina Sedge,SH,G5
Franklin,Animal,Birds,Wood-Warblers,Setophaga tigrina,Cape May Warbler,S2B,G5
Onondaga,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Warren,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Ontario,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Monroe,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,S5B,G5
Monroe,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,S1,G5
Orange,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus marinus,Great Black-backed Gull,S4,G5
Genesee,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Seneca,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog,S5,G5
Albany,Plant,Conifers,Conifers,Pinus echinata,Shortleaf Pine,S1,G5
Nassau,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Queens,Natural Community,Uplands,Open Uplands,Maritime dunes,Maritime Dunes,S3,G4
Suffolk,Animal,Amphibians,Salamanders,Ambystoma opacum,Marbled Salamander,S3,G5
Fulton,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,S5B,G5
Putnam,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta heterodon,Dwarf Wedgemussel,S1,G1G2
Rockland,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap,S1,G5
Warren,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Wayne,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Clinton,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,S3B,G5
Essex,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill,S2S3,G5
Orleans,Animal,Crustaceans,Crayfish and Crabs,Cambarus diogenes,Devil Crawfish,S2,G5
Lewis,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Dutchess,Plant,Mosses,Other Mosses,Sematophyllum demissum,Hanging long beak moss,S1,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,S1,G5
Albany,Animal,Butterflies and Moths,Moths,Chaetaglaea cerata,Waxed Sallow,S1S3,G3G4
Madison,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,S3,G4G5
Rockland,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler,S5B,G5
Nassau,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Westchester,Animal,Reptiles,Turtles,Trachemys scripta,Slider,SNA,G5
Kings,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Allegany,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Essex,Plant,Flowering Plants,Sedges,Carex atratiformis,Scabrous Black Sedge,S1,G5
Ulster,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Jefferson,Plant,Flowering Plants,Sedges,Carex garberi,Elk Sedge,S1,G5
Oswego,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus buccinator,Trumpeter Swan,S1B,G4
Delaware,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,S3B,G5
Broome,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Monroe,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Chenango,Animal,Dragonflies and Damselflies,Dragonflies,Gomphus abbreviatus,Spine-crowned Clubtail,S1,G4
Chenango,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,S4,G5
Rockland,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,S2S3,G4
Warren,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,S5,G5
Saratoga,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Greene,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Seneca,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,S3?B,G4
Franklin,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,SNA,GU
Saratoga,Plant,Flowering Plants,Sedges,Carex merritt-fernaldii,Fernald's Sedge,S2S3,G5
Oneida,Plant,Flowering Plants,Sedges,Carex conjuncta,Soft Fox Sedge,SH,G4G5
Fulton,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Nassau,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Orleans,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,S4B,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,S1,G5
Ulster,Natural Community,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlock-Northern Hardwood Forest,S4,G4G5
Wayne,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass,S3,G5
Greene,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Chenango,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Viburnum nudum var. nudum,Southern Wild Raisin,S1,G5T5
Otsego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,S5,G5
Greene,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,S1S2,G5T4T5
Jefferson,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,S3,G5
Onondaga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
Orange,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,S1,G5
Monroe,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
St. Lawrence,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Bronx,Animal,Birds,Wood-Warblers,Geothlypis formosa,Kentucky Warbler,S2B,G5
Onondaga,Plant,Flowering Plants,Sedges,Carex mesochorea,Midland Sedge,S2,G4G5
Cattaraugus,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Westchester,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
New York,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,S5B,G5
Rensselaer,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,SNA,G5
Dutchess,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Delaware,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,S1,G5
New York,Natural Community,Tidal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,S3,G4
Montgomery,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,S3S4,G3G4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,S2,G5
Essex,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliff Brake,S2,G5T5
Oswego,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,S5B,G5
Erie,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,S2S3,G4
Cortland,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Yates,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Essex,Animal,Beetles,Tiger Beetles,Cicindela hirticollis,Hairy-necked Tiger Beetle,S1S2,G5
Madison,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ardea herodias,Great Blue Heron,S5,G5
Niagara,Animal,Reptiles,Turtles,Emydoidea blandingii,Blanding's Turtle,S2S3,G4
Hamilton,Animal,Animal Assemblages,Animal Assemblages,Bat Colony,Bat Colony,SNR,GNR
Oneida,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Lewis,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Erie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,S3,G5
Ontario,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Dutchess,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago rigida var. rigida,Stiff Leaf Flat-topped Goldenrod,S2,G5T5
Columbia,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,S5,G5
Hamilton,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,S3,G5T4?
Rockland,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus plagiatus,Russet-tipped Clubtail,S1,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Elatine americana,American Waterwort,S1,G4
Broome,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,SNA,G5
Tioga,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Westchester,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird,S5B,G5
Essex,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Essex,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Rensselaer,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Herkimer,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Tompkins,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Madison,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill,S2S3,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Viburnum dentatum var. venosum,Southern Arrowwood,S2,G5T4T5
Cayuga,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Schoharie,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Schuyler,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,S5B,G5
Schenectady,Plant,Flowering Plants,Rushes,Juncus debilis,Weak Rush,S1,G5
Franklin,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Dutchess,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,S2S3,G5
Tioga,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,S5B,G5
Kings,Animal,Beetles,Tiger Beetles,Cicindela dorsalis dorsalis,Northeastern Beach Tiger Beetle,SX,G3G4T2
Steuben,Plant,Flowering Plants,Other Flowering Plants,Primula mistassinica,Bird's Eye Primrose,S2,G5
Seneca,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,S5,G5
Suffolk,Plant,Flowering Plants,Sedges,Carex hormathodes,Marsh Straw Sedge,S2S3,G4G5
Washington,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Atlantic Ocean and Long Island Sound,Animal,Mammals,Whales and Dolphins,Megaptera novaeangliae,Humpback Whale,SNA,G4
Richmond,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Tringa semipalmata,Willet,S3B,G5
Delaware,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Hamilton,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Otsego,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,S1,G3
Erie,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Chenango,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Putnam,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Essex,Plant,Flowering Plants,Other Flowering Plants,Phlox maculata ssp. maculata,Wild Sweet William,S1S2,G5T4T5
Madison,Animal,Mussels and Clams,Freshwater Mussels,Lampsilis cariosa,Yellow Lampmussel,S3,G3G4
Allegany,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler,S5B,G5
Cattaraugus,Animal,Fish,Darters and Sunfishes,Ammocrypta pellucida,Eastern Sand Darter,S2S3,G4
Genesee,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Seneca,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Northern Reed Grass,S2,G5T5
Yates,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,S5B,G5
Livingston,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Richmond,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Ulster,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos,Mallard,S5,G5
New York,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,S2,G3G4T3T4
Orange,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Greene,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Essex,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,S3,G5
Essex,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus serrator,Red-breasted Merganser,S3,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Potentilla anserina ssp. pacifica,Coastal Silverweed,S2,G5TNR
Delaware,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,S5B,G5
Erie,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,SNA,GNA
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,S1,G5
Kings,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Schoharie,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,S5B,G5
Wayne,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Tompkins,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Essex,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill,S2S3,G5
Dutchess,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Schuyler,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Hamilton,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,S3S4,G3G4
Livingston,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Otsego,Plant,Flowering Plants,Rushes,Juncus scirpoides var. scirpoides,Sedge Rush,S1,G5TNR
Chautauqua,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
New York,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge,S1,G4G5
Erie,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Erie,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander,S5,G5
