Account Holder1,Liable From,Rateable Value,Mandatory relief (%) ,Discretionary relief (%),Small Business Rate Relief (%),Retail Relief (£),Local Discount (£),Empty Property?,Exempt Empty?,Empty From,Address 1,Addr2,Addr3,Addr4,Postcode,VOA Description code,Description,B A Reference
AMSBRA LTD,24/07/2007,216000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 49,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356798.0
GAME RETAIL LIMITED,01/04/2012,206000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 50,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356799.0
SPORTSWIFT LTDT/A CARD FACTORY,29/08/2012,230000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 51,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356800.0
VISION EXPRESS (UK) LTD,01/04/2000,275000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 54,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356803.0
VODAFONE LIMITED,11/05/2012,234000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 55,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,Shop and Premises,2024776356804.0
BEAVERBROOKS THE JEWELLERS LTD,01/04/2000,211000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 56,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356805.0
THOMAS COOK RETAIL LTD,01/04/2000,211000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 56A,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,Shop and Premises,2024776356806.0
THE PERFUME SHOP LTD,10/07/2002,46250.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 58,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356808.0
THE WATCH HOSPITAL LTD,01/04/2002,40750.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 60,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356810.0
WHITTAKER'S JEWELLERS LTD,17/08/2009,51500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 61,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356811.0
EVERYTHING EVERYWHERE LIMITED,01/04/2000,44250.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 62,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776356812.0
SUPERCUTS (WHITE ROSE) LIMITED,01/04/2000,54000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 100,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CS,SHOP AND PREMISES,2024776356813.0
GRAVELEYS LEEDS LTD,15/11/2014,107000.0,0.0,0.0,0.0,£0.00,,N,N,18/09/2014,UNIT 101,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CS,SHOP AND PREMISES,2024776356814.0
EVERYTHING EVERYWHERE LIMITED,01/04/2011,106000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 102,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CS,SHOP AND PREMISES,2024776356815.0
COOPLANDS (DONCASTER) LTD -ADMIN,07/02/2010,112000.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2015,UNIT 103,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CS,SHOP AND PREMISES,2024776356816.0
LAND SECURITIES PROPERTIES LTD,01/04/2000,25500.0,0.0,0.0,0.0,£0.00,,N,N,,MANAGEMENT SUITE,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CO,OFFICES AND PREMISES,2024776356829.0
LEEDS CITY COUNCIL,01/04/2005,25500.0,0.0,0.0,0.0,£0.00,,N,N,,WHITE ROSE LEARNING CENTRE,1ST FLOOR SOUTH ENTRANCE,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,EX,EDUCATION CENTRE AND PREMISES,2024776357099.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1004-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363330.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1011-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363335.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1016-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363340.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1017-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363341.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1018-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363342.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1019-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363343.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1020-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363344.0
JCDECAUX UK LTD,18/01/2010,800.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERTISING RIGHT 1023-01,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CA,ADVERTISING RIGHT,2024776363350.0
RIDE ON! ENTERTAINMENT(UK) LTD,06/05/2004,5000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE OF CHILDRENS RIDE REF 2,"GROUND FLOOR, NORTH EAST MALL",WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,CX,SITE OF CHILDRENS RIDE,2024776363405.0
RIDE ON! ENTERTAINMENT(UK)LTD,06/05/2004,5000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE OF CHILDRENS RIDE REF 29,"GROUND FLOOR, SOUTH EAST MALL,",WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,CX,SITE OF CHILDRENS RIDE,2024776363869.0
PHOTO-ME INTERNATIONAL PLC,01/04/2002,6000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE OF PHOTO BOOTH REF 3,"GROUND FLOOR, NORTH EAST MALL,",WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,CX,SITE OF PHOTO BOOTH,2024776363873.0
RIDE ON! ENTERTAINMENT (UK) LTD,06/05/2004,5000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE OF CHILDRENS RIDE REF 33,"GROUND FLOOR, CENTRAL ATRIUM,",WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,CX,SITE OF CHILDRENS RIDE,2024776363874.0
SAINSBURY'S SUPERMARKETS LTD,01/04/2000,86000.0,0.0,0.0,0.0,£0.00,,N,N,,SAVACENTRE PETROL STATION,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LS,CG,PETROL FILLING STATION AND PREMISES,2024776364251.0
TYCO INTEGRATED FIRE & SECURITY,01/12/2002,5600.0,0.0,0.0,0.0,£0.00,,N,N,,TYCO TELECOMMUNICATIONS CABIN,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,MT1,COMMUNICATION STATION AND PREMISES,2024776368907.0
PHOTO-ME INTERNATIONAL PLC,01/07/2002,6000.0,0.0,0.0,0.0,£0.00,,N,N,,SITE OF PHOTO BOOTH REF 34,1ST FLOOR CENTRAL ATRIUM,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,CX,SITE OF PHOTO BOOTH,2024776369309.0
THE BODY SHOP INTERNATIONAL PLC,23/09/2003,152000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 5B,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776370415.0
ANN SUMMERS LTD,23/09/2003,290000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 6,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776370416.0
TELEFONICA UK LTD,27/11/2003,2800.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOM MAST SITE REF 10416,NEAR PETROL STATION,"WHITE ROSE SHOPPING CENTRE,",LEEDS,LS11 8LL,MT1,COMMUNICATION STATION AND PREMISES,2024776370546.0
COSTA LIMITED,13/11/2003,1325.0,0.0,0.0,0.0,£0.00,,N,N,,STORE ON GROUND FLOOR,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CW3,STORE AND PREMISES,2024776370550.0
COSTA COFFEE LTD,13/11/2003,114000.0,0.0,0.0,0.0,£0.00,,N,N,,COFFEE STALL GROUND FLOOR,UNIT M6 NORTH ATRIUM,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LL,CR1,Cafe and Premises,2024776370768.0
GREGGS PLC,07/06/2004,49750.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 57B,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776426591.0
SCHUH LTD,02/12/2005,262500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 67,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776432630.0
RIVER ISLAND CLOTHING CO LTD,06/12/2005,725000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 63,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776432652.0
MINT (NAILS & BEAUTY) LTD,25/12/2005,50500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 68,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776432674.0
MONSOON ACCESSORIZE LTD,23/02/2006,640000.0,0.0,0.0,0.0,£0.00,,N,N,,MSU9,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776443025.0
THE CARPHONE WAREHOUSE LTD,01/03/2007,352500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 21,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776443036.0
ZARA UK LTD,29/11/2005,755000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 64 WHITE ROSE SHOPPING CENTRE,LEEDS,,,LS11 8LL,CS,SHOP AND PREMISES,2024776451814.0
NEXT GROUP PLC,13/12/2005,920000.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS 65-66,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776451825.0
PATISSERIE VALERIE LIMITED,01/04/2014,100000.0,0.0,0.0,0.0,£0.00,,N,N,,DRUCKERS VIENNA PATISSERIE,SOUTH MALL,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CR1,CAFE AND PREMISES,2024776452595.0
RETAIL PROFILE EUROPE LTD,22/12/2006,105000.0,0.0,0.0,0.0,£0.00,,N,N,,STALLS AT,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CX,SITE OF STALLS,2024776457017.0
ARCADIA GROUP PLC,28/09/2005,995000.0,0.0,0.0,0.0,£0.00,,N,N,,MSU3,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776467082.0
BESTSELLER RETAIL UK LTD,15/01/2009,240000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 16,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776467093.0
NANDOS CHICKENLAND LTD,11/08/2008,123000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 93 UPPER LEVEL,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CR,RESTAURANT AND PREMISES,2024776482889.0
A LEVY & SON LTDT/A BLUE INC,05/08/2011,240000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 33,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776506694.0
BOUX AVENUE LTD,20/03/2013,355000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 34,WHITE ROSE SHOPPING CENTRE,DEWSBURY ROAD,LEEDS,LS11 8LL,CS,Shop and Premises,2024776509631.0
ARCADIA GROUP PLC,10/02/2012,352500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 36,WHITE ROSE SHOPPING CENTRE,DEWSBURY ROAD,LEEDS,LS11 8LL,CS,SHOP AND PREMISES,2024776509642.0
JD SPORTS FASHION PLC,24/06/2012,417500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 45,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776514757.0
THE RESTAURANT GROUP (UK) LTDT/A FRANKIE AND BENNYS,25/05/2013,370000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT R2,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CR,Restaurant and Premises,2024776517782.0
PREZZO PLC,01/01/2014,127000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT RU4,WHITE ROSE SHOPPING CENTRE,DEWSBURY ROAD,LEEDS,LS11 8LU,CR,RESTAURANT AND PREMISES,2024776518453.0
FIMANI LTD T/APRIMOS GOURMET HOTDOGS,01/03/2015,26500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,KIOSK B UPPER LEVEL,WHITE ROSE SHOPPING CENTRE,DEWSBURY ROAD,LEEDS,LS11 8LU,CS4,Kiosk and Premises,2024776525636.0
SAINSBURY'S BANK PLC,01/04/2010,7500.0,0.0,0.0,0.0,£0.00,,N,N,,ATM SITE AT SAINSBURYS,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LS,CX,Site of ATM and Premises,2024776615364.0
BAGEL NASH RETAIL LIMITED,01/08/2008,26500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,"BAGEL NASH, WHITE ROSE SHOPPING",CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776623529.0
H & M HENNES LTD,01/03/2011,795000.0,0.0,0.0,0.0,£0.00,,N,N,,MSU10,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776641947.0
WH SMITH RETAIL HOLDINGS LTD,20/01/2012,565000.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS 52/53,THE WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776644400.0
JDM ENTERPRISES LTDT/A JUICE,01/04/2012,21750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,UNIT K9,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LU,CS4,Kiosk,2024776646039.0
COSTA COFFEE LIMITED,01/03/2013,97000.0,0.0,0.0,0.0,£0.00,,N,N,,KIOSK A,UPPER MALL,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CR1,Cafe and Premises,2024776646050.0
LLOYDS BANK PLC,19/04/2013,238000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 59,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS1,Bank and Premises,2024776646908.0
LAND SECURITIES PROPERTIES LTD,18/03/2015,54500.0,0.0,0.0,0.0,£0.00,,Y,N,18/03/2015,UNIT 57A,WHITE ROSE SHOPPING CENTRE,LEEDS,,LS11 8LL,CS,SHOP AND PREMISES,2024776646919.0
T & G FAST FOODS DEVELOPMENTSLIMITED,13/01/2014,45750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,UNIT K5,THE FOOD COURT,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CS,Shop and Premises,2024776647920.0
MADE TO ORDER LTDT/A SUBWAY,01/04/2014,56500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT K6/K7,THE FOOD COURT,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CS,Shop and Premises,2024776647931.0
B & M ENTERPRISES LIMITEDT/A COFFEE CREATIONS,01/04/2014,52000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT K8,THE FOOD COURT,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CS,Shop and Premises,2024776647942.0
CHICKEN CABINS LTDT/A KENTUCKY FRIED CHICKEN,02/11/2013,109000.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS K3/K4,THE FOOD COURT,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CS,Shop and Premises,2024776647953.0
MCDONALDS RESTAURANTS LTD,10/02/2014,145000.0,0.0,0.0,0.0,£0.00,,N,N,,UNITS K1/K2,THE FOOD COURT,WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CS,Shop and Premises,2024776647964.0
AMAZON.CO.UK LTD,26/02/2015,3750.0,0.0,0.0,0.0,£0.00,,N,N,,ELECTRONIC DELIVERY LOCKER,(AMAZON BELLE),WHITE ROSE SHOPPING CENTRE,LEEDS,LS11 8LU,CX,SITE OF ELECTRONIC DELIVERY LOCKERS,2024776649449.0
EE LIMITED,01/04/2005,2250.0,0.0,0.0,0.0,£0.00,,Y,Y,13/11/2013,"T MOBILE (95685) PICO CELL, WHITE",ROSE SHOPPING CENTRE,MORLEY,,LS11 8LU,MT1,COMMUNICATION STATION AND PREMISES,2024776653333.0
TELEFONICA UK LTD,01/04/2005,2250.0,0.0,0.0,0.0,£0.00,,N,N,,"02 (39429) PICO CELL, WHITE ROSE",SHOPPING CENTRE,LEEDS,,LS11 8LU,MT1,COMMUNICATION STATION AND PREMISES,2024776653344.0
LEEDS CITY COUNCIL,01/04/2000,2150.0,0.0,0.0,0.0,£0.00,,N,N,,OFFICE AT,CARDINAL COURT,LEEDS,,LS11 8PW,CO,OFFICES AND PREMISES,2024808358892.0
SAL PENSION FUND LTD,01/04/2014,74500.0,0.0,0.0,0.0,£0.00,,Y,N,01/04/2014,UNIT 1,MILLENNIUM WAY,BEESTON,LEEDS,LS11 5XA,CW,WAREHOUSE AND PREMISES,2024825359575.0
HARRISON SPINKS COMPONENTS LTD,01/04/2014,96000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 4,MILLENNIUM WAY,BEESTON,LEEDS,LS11 5AL,CW,WAREHOUSE AND PREMISES,2024825359577.0
SAL PENSION FUND,25/08/2014,55000.0,0.0,0.0,0.0,£0.00,,Y,N,25/08/2014,UNIT 3,MILLENNIUM WAY,BEESTON,LEEDS,LS11 5AL,CW,WAREHOUSE AND PREMISES,2024825359691.0
AUDIO TECHNICA LTD,09/05/2011,68500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 5,MILLENNIUM WAY,BEESTON,LEEDS,LS11 5AL,CW,WAREHOUSE AND PREMISES,2024825361863.0
GAMESTEC LEISURE LTD,20/09/2002,58000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 6A,MILLENNIUM WAY,BEESTON,LEEDS,LS11 5AL,CW,WAREHOUSE AND PREMISES,2024825369613.0
SAL PENSION FUND LTD,04/05/2015,62500.0,0.0,0.0,0.0,£0.00,,Y,N,04/05/2015,UNIT 6B,MILLENNIUM WAY,BEESTON,LEEDS,LS11 5AL,CW,WAREHOUSE AND PREMISES,2024825369614.0
HARRISON SPINKS COMPONENTS LTD,05/11/2013,182000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 6,"MILLENNIUM DRIVE, BEESTON",LEEDS,,LS11 5XA,CW,WAREHOUSE AND PREMISES,2024825407639.0
CCL STRESSING SYSTEMS LTD,25/08/2011,146000.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 5,MILLENNIUM DRIVE,LEEDS,,LS11 5BP,CW,Warehouse and Premises,2024825407650.0
PRINT ON SOLUTIONS LTD,08/08/2013,51000.0,0.0,0.0,0.0,£0.00,,N,N,,CENTURY HOUSE,MILLENIUM DRIVE,LEEDS,,LS11 5BP,CW,WAREHOUSE AND PREMISES,2024825407661.0
EVERYTHING EVERYWHERE LIMITED,01/04/2000,13000.0,0.0,0.0,0.0,£0.00,,N,N,,TELECOM MAST SITE REF WYK 0052,COTTINGLEY TOWERS,LEEDS,,LS11 0JH,MT1,COMMUNICATION STATION AND PREMISES,2024849360629.0
DEPUY INTERNATIONAL LTD,21/06/2004,640000.0,0.0,0.0,0.0,£0.00,,Y,N,24/12/2014,NUMBER 1,WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007408750.0
WEST YORKSHIRE POLICE AUTHORITY,25/11/2006,760000.0,0.0,0.0,0.0,£0.00,,N,N,,NUMBER 2,WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007452782.0
WSP BUILDINGS LTD,25/11/2006,462500.0,0.0,0.0,0.0,£0.00,,N,N,,PT GND 1ST & 2ND FLOORS NUMBER 3,WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007461549.0
MUNROE K LUXENBOURG SA,31/08/2012,19750.0,0.0,0.0,0.0,£0.00,,Y,N,31/08/2012,MUNRO K ASSET MANAGEMENT LTD PT GF,NUMBER 3 WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007470456.0
MUNROE K LUXEMBOURG SA,01/04/2013,44000.0,0.0,0.0,0.0,£0.00,,Y,N,26/08/2015,VACANT PART GF NUMBER 3,WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007472604.0
MUNROE K  LTD,01/11/2007,26000.0,0.0,0.0,0.0,£0.00,,N,N,,MUNRO K LTD PT GROUND FLR,NUMBER 3 WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007621769.0
MUNROE K LUXEMBOURG SA,01/11/2007,19750.0,0.0,0.0,0.0,£0.00,,N,N,,MUNRO K LTD (LUXEMBOURG) LTD PT GF,NUMBER 3 WHITE ROSE OFFICE PARK,MILLSHAW PARK,LEEDS,LS11 0EA,CO,OFFICES AND PREMISES,2025007621780.0
BLAST LOG LTD,01/10/2007,4100.0,0.0,0.0,100.0,£0.00,,N,N,,30 GROVEHALL PARADE,BEESTON,LEEDS,,LS11 7AE,CO,OFFICES AND PREMISES,2025040483021.0
LEEDS CITY COUNCIL,01/02/2010,15500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 5,PENRAEVON STREET INDUSTRIAL ESTATE,MEANWOOD,LEEDS,LS7 2AW,IF3,WORKSHOP AND PREMISES,2025041449812.0
LEEDS CITY COUNCIL,27/06/2011,11250.0,0.0,0.0,0.0,£0.00,,N,N,,NO.S 1 7 8 & 9 COTTINGLEY COURT,BEESTON,LEEDS,,LS11 0HP,LC,"RESPITE CARE ACCOMMODATION, OFFICES AND PREMISES",2025180504142.0
LIDL UK GMBH,01/04/2000,119000.0,0.0,0.0,0.0,£0.00,,N,N,,LIDL LTD,AMBERTON ROAD,GIPTON,LEEDS,LS9 6SP,CS,SUPERMARKET AND PREMISES,2030020352537.0
INDEPENDENT POWER NETWORKS LTD,01/04/2013,600.0,0.0,0.0,0.0,£0.00,,N,N,,INDEPENDENT POWER NETWORKS LTD,AMBERTON ROAD,LEEDS,,LS8 3AL,NX,INDEPENDENT DISTRIBUTION NETWORK OPERATOR,2030020519124.0
LEEDS CITY COUNCIL,01/04/2007,2950.0,0.0,0.0,0.0,£0.00,,N,N,,2 SAVILLE GREEN,BURMANTOFTS,LEEDS,,LS9 7RR,CO,OFFICES AND PREMISES,2030022357790.0
THE CANOPY HOUSING PROJECT,01/10/2008,3900.0,80.0,0.0,0.0,£0.00,,N,N,,41 BELLBROOKE PLACE,BURMANTOFTS,LEEDS,,LS9 6AR,CW3,STORE AND PREMISES,2030134480601.0
LEEDS CITY COUNCIL,01/04/2000,74000.0,0.0,0.0,0.0,£0.00,,N,N,,WYKEBECK PRIMARY SCHOOL,BRANDER STREET,GIPTON,LEEDS,LS9 6QH,EL,School and Premises,2030196340366.0
GIPTON SUPPORT FOR IND LIVING,01/04/2000,9200.0,80.0,0.0,0.0,£0.00,,N,N,,27/33 BRANDER STREET,GIPTON,LEEDS,,LS9 6QH,CO,OFFICES AND PREMISES,2030196358582.0
AYENDAH SAZAN COMMUNITY,09/09/2014,6700.0,80.0,0.0,0.0,£0.00,,Y,Y,09/09/2014,THE KILN,BRIGNALL GARTH,SHEEPSCAR,LEEDS,LS9 7HB,CL,PUBLIC HOUSE AND PREMISES,2030202316675.0
WINDSORS SPORTING INVESTMENTS,01/05/2000,9500.0,0.0,0.0,42.0,£0.00,,N,N,,30-31 COLDCOTES CIRCUS,HAREHILLS,LEEDS,,LS9 6QQ,CS,SHOP AND PREMISES,2030364364844.0
CO-OPERATIVE GROUP LIMITED,01/04/2010,13250.0,0.0,0.0,0.0,£0.00,,N,N,,26-29 COLDCOTES CIRCUS,LEEDS,,,LS9 6QQ,CS,Shop and Premises,2030364615573.0
THE CO-OPERATIVE BANK PLC,01/04/2010,8300.0,0.0,0.0,0.0,£0.00,,N,N,,ATM SITE AT,26-29 COLDCOTES CIRCUS,LEEDS,,LS9 6QQ,CX,Site of ATM and Premises,2030364615584.0
LEEDS CITY COUNCIL,29/10/2010,6600.0,0.0,0.0,0.0,£0.00,,N,N,,60 COLDCOTES DRIVE,HAREHILLS,LEEDS,,LS9 6PF,MH1,HEALTH CENTRE AND PREMISES,2030365335779.0
PRIMESIGHT LTD,01/09/2009,940.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT AT,50 COMPTON ROAD,BURMANTOFTS,LEEDS,LS9 6DG,CA,ADVERTISING RIGHT AND PREMISES,2030380313271.0
PRIMESIGHT LTD,01/04/2000,300.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT YD0704018023 ADJ,90 COMPTON ROAD,BURMANTOFTS,LEEDS,LS9 7BJ,CA,ADVERTISING RIGHT AND PREMISES,2030380362067.0
CLEAR CHANNEL UK LTD,17/06/2015,1525.0,0.0,0.0,0.0,£0.00,,N,N,,ADVERT RIGHT GABLE,OF 90 COMPTON ROAD,BURMANTOFTS,LEEDS,LS9 6DH,CA,Advertising Right and Premises,2030380526329.0
WEST YORKSHIRE POLICE AUTHORITY,01/04/2000,265000.0,0.0,0.0,0.0,£0.00,,N,N,,KILLINGBECK POLICE STATION,FOUNDRY LANE,SEACROFT,LEEDS,LS14 6NN,MP,POLICE STATION AND PREMISES,2030572349146.0
