UID,Client,Category,Status,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
6020,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Lifetime Training Group Limited,Medium,3263608,BS8 1EJ,Stockport- Services to People
6021,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Macclesfield College,Medium,-,SK11 8LF,Stockport- Services to People
6022,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Mantra Learning Limited,Medium,2743170,M24 1RU,Stockport- Services to People
6023,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",MBKB Limited,Medium,7349835,WV14 9RL,Stockport- Services to People
6024,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",North Lancs Training Group Limited,Medium,1948169,BB5 1EQ,Stockport- Services to People
6025,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",People Plus Group Limited,Medium,5722765,NG2 1AE,Stockport- Services to People
6026,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Project Management (Staffordshire) Limited,Medium,1620399,ST5 0QW,Stockport- Services to People
6027,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,Approved supplier list maintained by the Council. Contact STAR Procurement for further details,Premier People Solutions Limited,Medium,5997338,DN4 5NL,Stockport- Services to People
6028,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",QA Limited,Medium,2413137,SL1 1SG,Stockport- Services to People
6029,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Rochdale Training Association Limited,Medium,897078,OL16 5NA,Stockport- Services to People
6030,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",SHL Training Solutions Limited,Medium,6566149,SK6 6DE,Stockport- Services to People
6031,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Cheshire College - South and West (South Cheshire College and West Cheshire College),Medium,-,CW2 8AB,Stockport- Services to People
6032,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",The Big Life Company Limited,Medium,4227431,M16 9AB,Stockport- Services to People
6033,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",The Care Learning Centre Limited,Medium,4213323,PO30 5BF,Stockport- Services to People
6034,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Total People Limited,Medium,6380764,M11 2WH,Stockport- Services to People
6035,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",Training Synergy Limited T/A Escalla,Medium,5333127,SW1P 2AL,Stockport- Services to People
6036,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",University of Chester,Medium,-,CH1 4BJ,Stockport- Services to People
6037,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",West Nottinghamshire College Educational Trust t/a Vision Business,Medium,8337041,NG18 5BH,Stockport- Services to People
6038,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",ALDER CARE TRAINING LIMITED,Medium,5200309,L1 5AY,Stockport- Services to People
6039,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",THE GROWTH COMPANY LIMITED,Medium,2443911,M1 5JW,Stockport- Services to People
6040,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",REMIT GROUP LIMITED,Medium,6552314,W1W 5AB,Stockport- Services to People
6041,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",SOLVO VIR LIMITED,Medium,7943590,M33 3HD,Stockport- Services to People
6042,Stockport Council,Professional,Live (Ongoing),261520-Human Resources : Training & Conferences : Training,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02-Jan-18,36,48,02-Jan-21,No,02-Jan-22,02-Jan-20,"Â£24,324.32","Â£97,297.28",BARNSLEY COLLEGE,Medium,-,S70 2YW,Stockport- Services to People
6051,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,ÂBetter-OffÂ software,Exemption,Contract,30-Apr-18,36,36,31-Mar-21,,31-Mar-21,30-Apr-19,"Â£18,000.00","Â£54,000.00",Looking Local Ltd,Small,11061996,TW11 8HG,Stockport- Corporate & Support Services
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,Dr John Woodhouse on behalf of Clarity & Partnership Ltd and DSTICS Ltd,Other,-,-,Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6055,Stockport Council,Professional,Live (Ongoing),159999-Consultancy : Not Elsewhere Classified : ,Authors for Serious Case Reviews,-,-,-,-,-,-,-,-,-,-,-,[Redacted],Sole Trader,,[Redacted],Stockport- Services to People
6057,Stockport Council,Professional,Live (Ongoing),171113-Education : Library Books : ,Supply and servicing of materials for public library authorities - all Lots,Mini Competition (External),Contract,01-Jun-19,36,48,31-May-22,No,31-May-23,01-Jun-20,"Â£5,715,171.00","Â£22,860,684.00",Various - see below,Various - see below,Various - see below,Various - see below,Stockport- Corporate & Support Services
6057,Stockport Council,Professional,Live (Ongoing),171113-Education : Library Books : ,Supply and servicing of materials for public library authorities - all Lots,-,-,-,-,-,-,-,-,-,-,-,"Bertram Library Services (Lot 1,2,5)",SME,6849888,NR7 0WF,Stockport- Corporate & Support Services
6057,Stockport Council,Professional,Live (Ongoing),171113-Education : Library Books : ,Supply and servicing of materials for public library authorities - all Lots,-,-,-,-,-,-,-,-,-,-,-,Askews and Holts (Lot 4),SME,2745298,PR1 1SY,Stockport- Corporate & Support Services
6057,Stockport Council,Professional,Live (Ongoing),171113-Education : Library Books : ,Supply and servicing of materials for public library authorities - all Lots,-,-,-,-,-,-,-,-,-,-,-,Peters Books (Lot 3) ,SME,2452340,B5 6RJ,Stockport- Corporate & Support Services
6076,Stockport Council,Professional,Live (One Off),271440-Information Communication Technology : Software : ,Trojan Caspar Money Management Software,RBS - Low - Quick Quote,Contract,29-May-18,60,60,29-May-23,No,29-May-23,29-May-22,"Â£25,000.00","Â£25,000.00",Trojan Consultants Limited,Medium,1542629,B60 4DJ,Stockport- Corporate & Support Services
6090,Stockport Council,Professional,Live (Ongoing),271516-Information Communication Technology : Services : Cloud Services,Remote Call Centre,Procured by Other,Contract,01-Apr-19,36,48,31-Mar-21,No,31-Mar-23,01-Sep-20,"Â£100,954.00","Â£504,770.00",Netcall Limited,Medium,2831215,HP1 1BB,Stockport- Services to Place
6108,Stockport Council,Professional,Live (Ongoing),271501-Information Communication Technology : Services : ,Revenue and Benefits Enterprise License,Call Off (External),Contract,03-Aug-18,60,60,02-Aug-23,,02-Aug-23,02-Jan-22,"Â£120,000.00","Â£750,000.00",Civiva UK Limited,Large,1628868,SW15 6AR,Stockport- Corporate & Support Services
6213,Stockport Council,Professional,Live (Ongoing),201100-Financial Services : Audit : ,"Assurance Audit: Housing Benefit (Subsidy), Assurance Process (HBAP), TeachersÂ Pension Scheme Assurance, and Use of Capital Receipts Assurance",Mini Competition (External),Contract,23-Aug-18,12,60,22-Aug-20,No,22-Aug-23,,"Â£16,948.00","Â£84,740.00",KPMG,Large,0301540OC,E14 5GL,Stockport- Corporate & Support Services
6229,Stockport Council,Professional,Live (One Off),201200-Financial Services : Banking : ,Stockport Council Bill Payment Services,Exemption,Contract,-,-,-,-,-,-,-,"Â£6,000.00","Â£6,000.00",PayPoint Network Ltd,-,-,AL7 1EL,Stockport- Services to People
6263,Stockport Council,Professional,Live (Ongoing),109999-Building Construction Materials : Not Elsewhere Classified : ,Topographical Surveying Framework for use by the CouncilÂs in-house Survey Team to assist in the delivery of a range of capital projects,RBS - Med/High - Advanced (Open),Framework Agreement,01-Aug-19,12,24,31-Aug-20,-,31-Aug-21,01-Apr-20,"Â£75,000.00","Â£150,000.00",IDS Land Survey,SME,N/A Sole Trader,M19 1FX,Stockport- Services to Place
6264,Stockport Council,Professional,Live (Ongoing),171113-Education : Library Books : ,Supply and servicing of materials for public library authorities-Government Information Lot,Exemption,Contract,01-Jun-19,24,24,31-May-21,,31-May-21,01-Jun-20,"Â£22,707.00","Â£45,414.00",Dandy Booksellers,SME,4846829,NW6 7UP,Stockport- Corporate & Support Services
6286,Stockport Council,Professional,Live (Ongoing),261400-Human Resources : Temporary & Agency Staff : ,Specialist EAL Support,Procured by Other,Contract,01-Sep-18,11,11,31-Jul-20,,31-Jul-20,31/09/2019,"Â£14,625.00","Â£14,625.00",Oleg Mamedov,SME,,Redacted,Stockport- Services to People
6289,Stockport Council,Professional,Live (Ongoing),381600-Vehicle Management : Leasing : ,Car Slary Sacrifice Scheme - Provision of car leasing for employees via a salary sacrifice arrangement,Call Off (External),Contract,01-Jan-19,48,72,01-Jan-23,No,01-Jan-25,04-Jan-22,Â£0.00,Â£0.00,NHS Northumbria Fleet Solutions,,Supplier does not have company number,NE27 0QJ,Stockport- Corporate & Support Services
6304,Stockport Council,Professional,Live (One Off),152200-Consultancy : Technical & Feasibility : ,Landscape architecture services - Stopford Car Park Piazza,Procured by Other,Contract,-,-,-,-,-,-,-,"Â£12,220.00","Â£12,220.00",Gillespies,-,-,-,Stockport- Services to Place
6315,Stockport Council,Professional,Live (Ongoing),271515-Information Communication Technology : Services : Website Development,Conversational AI for Website,Call Off (External),Contract,07-Jan-19,12,36,06-Jan-20,No,06-Jan-22,01-Oct-19,"Â£37,400.00","Â£108,200.00",Britannic Technologies Ltd,SME,2097097,GU4 7WA,Stockport- Corporate & Support Services
6316,Stockport Council,Professional,Live (Ongoing),271501-Information Communication Technology : Services : ,AGMA Winter Service Weather Forecasting,RBS - Low/Med - Simple (RFQ),Contract,01-Oct-18,32,44,30-Apr-21,No,30-Apr-22,01-Oct-20,"Â£3,471.00","Â£10,413.00",MetDesk Ltd,SME,8282087,HP22 6BN,Stockport- Services to Place
6342,Stockport Council,Professional,Live (One Off),171010-Education : Adult & Further Education Services : ,Level 6 Social Worker Degree Apprenticeship Training,Exemption,Contract,01-Jan-19,38,38,01-Apr-22,No,,01-Feb-22,"Â£138,000.00","Â£138,000.00",Manchester Metropolitan University ,Large ,4715244,M15 6GX,Stockport- Corporate & Support Services
6343,Stockport Council,Professional,Live (One Off),271501-Information Communication Technology : Services : ,Blue Badge Case Management system,RBS - Low - Quick Quote,Contract,01-Jan-19,24,24,31-Dec-20,No,,01-Oct-18,"Â£6,000.00","Â£6,000.00",Northgate Public Services,SME,968498,HP2 4NW,Stockport- Corporate & Support Services
6350,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,AGMA Electoral Printing Services ,OJEU Tender,Contract,08-Jan-19,24,48,07-Jan-21,No,07-Jan-23,07-Jan-19,"Â£36,826.83","Â£73,653.66",Various - see below,Various,Various - see below,Various - see below,-
6359,Stockport Council,Professional,Live (Ongoing),271300-Information Communication Technology : Services : Maintenance & Support,SIMS Annual Entitlement (including LA Charge and Additional Module Maintenance),Procured by Other,Contract,01-Apr-19,36,36,31-Mar-22,,31-Mar-22,01-Apr-21,"Â£47,061.54","Â£141,184.63",Capita Business Services Ltd,Large,2299747,DL1 9HN,sarah.mann@stockport.gov.uk
6362,Stockport Council,Professional,Live (Ongoing),130000Â  Cleaning & Janitorial,Washroom Services ,Call Off (External),Contract,01-Apr-19,12,12,31-Mar-20,,31-Mar-20,01-Oct-19,"Â£76,000.00","Â£76,000.00",PHS ,SME,770813,CF83 1XH,Stockport- Corporate & Support Services
6375,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,"Call-off from AGMA: Electoral Management System (AGMA Framework, led by Trafford ReProcure of UID 1608)",Call Off (Internal),Contract,08-Jan-19,24,48,07-Jan-21,No,07-Jan-23,01-Jan-20,"Â£11,500.00","Â£46,000.00",Various - see below,Various - see below,Various - see below,Various - see below,-
6381,Stockport Council,Professional,Live (Ongoing),200000Â  Financial Services,Treasury Management (Stockport) Advisory Services to all Association of Greater Manchester Authorities (ÂAGMAÂ) and AGMA Associate Authorities,Call Off (External),Contract,01-Apr-19,36,48,31-Mar-22,No,31-Mar-23,30-Nov-21,"Â£14,500.00","Â£60,100.00",Link Asset Services ,SME,2652033,EC2V 7NQ,Stockport- Corporate & Support Services
6385,Stockport Council,Professional,Live (One Off),201700-Financial Services : Grants : ,Accessibility project for Stockport Council,Exemption,Contract,05-Jan-19,12,12,01-Jan-20,No,,,"Â£14,260.00","Â£14,260.00",Open Data Manchetster,SME,10063311,M4 4BF,Stockport- Corporate & Support Services
6416,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Bin identification technology ,RBS - Low - Quick Quote,Contract,01-May-19,24,24,30-Apr-21,,30-Apr-21,,"Â£8,000.00","Â£8,000.00",C-Trace,SME,7240591,B90 8BG,Stockport- Services to Place
6417,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Online DBS application submission service,RBS - Low - Quick Quote,Contract,11-Apr-19,24,24,10-Apr-21,,10-Apr-21,01-Jan-21,"Â£8,500.00","Â£17,000.00",Cantium Business Solutions Ltd,SME,11242115,ME14 1XQ ,Stockport- Corporate & Support Services
6418,Stockport Council,Professional,Live (One Off),271440-Information Communication Technology : Software : ,Child View Youth Justice system,Exemption,Contract,01-Apr-19,36,36,31-Mar-23,No,,,"Â£11,881.00","Â£47,524.00",CACI,Large ,1649776,W14 8TS,Stockport- Corporate & Support Services
6420,Stockport Council,Professional,Live (One Off),271440-Information Communication Technology : Software : ,Cyber Media Solutions - Theseus contract,Exemption,Contract,01-Apr-19,24,24,31-Mar-21,No,,,"Â£12,000.00","Â£24,000.00",Cyber Media Solutions Ltd,SME,3858761,ST 18 0LQ,Stockport- Corporate & Support Services
6423,Stockport Council,Professional,Live (One Off),271200-Information Communication Technology : Hardware : ,District Wifi Provision,RBS - Low/Med - Simple (RFQ),Contract,01-Jun-19,33,33,31-Mar-22,no,31-Mar-22,01-Jan-22,"Â£43,000.00","Â£43,000.00",Elephant Wifi,SME,9307093,LE10 1UE,Stockport- Corporate & Support Services
6426,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Council C-Series Upgrade,Exemption,Contract,27-Mar-19,36,36,26-Mar-22,,26-Mar-22,01-Mar-21,"Â£12,648.21","Â£37,944.63",Bottomline Technologies,Large ,8098450,RG1 7JX,Stockport- Corporate & Support Services
6436,Stockport Council,Professional,Live (Ongoing),271510-Information Communication Technology : Services : Application Service Provision,Provision of a Management Information System for Stockport Continuing Education Service,Exemption,Contract,01-May-19,12,12,31-Mar-20,,31-Mar-20,01-Oct-19,"Â£13,000.00","Â£13,000.00",West March Systems Ltd,SME,6245182,CA1 2SQ,Stockport- Corporate & Support Services
6473,Stockport Council,Professional,Live (Ongoing),410000Â  Social Community Care Supplies & Services,Provision for Physiotherapy Services,RBS - Low/Med - Simple (RFQ),Contract,01-Oct-19,24,36,30-Sep-21,-,30-Sep-22,01-Apr-21,"Â£46,000.00","Â£138,000.00", Physio.co.uk ,SME,Partnership,M3 4DN,Stockport- Corporate & Support Services
6493,Stockport Council,Professional,Live (Ongoing),271440-Information Communication Technology : Software : ,Gully Management System,Call Off (External),Contract,01-Jul-19,24,24,30-Jun-21,,30-Jun-21,01-Jan-21,"Â£12,060.00","Â£24,120.00",Kaarbon Technology Ltd,SME,8304632,BH22 8LR,Stockport- Corporate & Support Services
7900,Stockport Council,People,Live (Ongoing),321000Â  Social Community Care Supplies & Services - Adult,SMBC - Supported Living - Mini Comp,-,Contract,-,-,-,-,-,-,-,-,-,PossAbilities CIC,-,8837981,OL10 4SY,Stockport- Services to People
8014,Stockport Council,Professional,Live (One Off),260000Â  Human Resources,Interim Director of Education,Exemption,Contract,01-Jul-19,14,14,31-Aug-20,No,31-Aug-20,,"Â£35,000.00","Â£35,000.00",Education Futures,SME,7852922,TN34 2AX ,Stockport- Corporate & Support Services
8023,Stockport Council,Professional,Live (Ongoing),270000Â  Information Communication Technology,GrandCare Software,Call Off (External),Contract,10-Aug-19,44052,12,09-Aug-20,,09-Aug-20,01-Jan-20,"Â£16,656.00","Â£16,656.00",Insight Direct,SME,2579852,S9 2BU,Stockport- Services to People
8039,Stockport Council,Professional,Live (Ongoing),270000Â  Information Communication Technology,Coroner's Case Management System,Call Off (External),Contract,30-Jul-19,48,48,31-Jul-23,No,31-Jul-23,31-Jul-22,"Â£6,375.00","Â£62,200.00",Civica UK Ltd,Large ,1628868,SE1 9LQ,Stockport- Services to People
8051,Stockport Council,Professional,Live (Ongoing),270000Â  Information Communication Technology,Contract Management Solution,Call Off (External),Contract,08-Nov-19,24,48,07-Nov-21,No,07-Nov-23,07-May-21,"Â£1,795.00","Â£17,560.00",In-tend Ltd,SME,5845701,S60 1DX,Stockport- Corporate & Support Services
8053,Stockport Council,Professional,Live (Ongoing),109999-Building Construction Materials : Not Elsewhere Classified : ,Topographical Surveying Framework for use by the CouncilÂs in-house Survey Team to assist in the delivery of a range of capital projects,RBS - Med/High - Advanced (Open),Framework Agreement,01-Aug-19,12,24,31-Aug-20,-,31-Aug-21,01-Apr-20,"Â£75,000.00","Â£150,000.00",Malcolm Hughes Land Surveyors Ltd,SME,1319080,M33 7HF,Stockport- Services to Place
