Year,Quarter,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,PolicyTypeID,PolicyTopicID
2012,1,Illinois,Nutrition,Access to Healthy Foods,Early Care and Education,Resolution to designate Septembr 2012 as Childhood Obesity Awareness Month,LEG,001AHF
2011,1,Texas,Nutrition,Fruits and Vegetables,Community,Small Food Production Regulation,LEG,025FAV
2009,1,Iowa,Physical Activity,Built Environment and Street-Scale Design,Community,Operation of Bicycles,LEG,049BED
2011,1,Illinois,Nutrition,Disparities/Equity,School/After School,Appropriations to Agencies,LEG,013DEQ
2011,1,Florida,Obesity,Body Mass Index (BMI),School/After School,Growth Management,LEG,006BMI
2014,3,New Jersey,Nutrition,Fruits and Vegetables,School/After School,New Jersey Farm to School Program,LEG,025FAV
2005,1,Washington,Nutrition,Liability and Indemnity,Community,Share The Road License Plate,LEG,030LAI
2011,1,Mississippi,Nutrition,School Nutrition,School/After School,Healthy Living Instruction,LEG,043SNU
2010,1,Colorado,Nutrition,Trans Fats,School/After School,Boces School Food Program,LEG,050FAT
2009,1,Hawaii,Obesity,Body Mass Index (BMI),Community,County Infrastructure Development Revolving Loan Fund,LEG,006BMI
2011,1,California,Physical Activity,Task Forces/Councils,Community,Vehicles: Traffic Control Device: Standards: Committee,LEG,047TFC
2011,1,Mississippi,Nutrition,Access to Healthy Foods,School/After School,Sweetened Beverages and Syrups Tax,LEG,001AHF
2009,1,Hawaii,Nutrition,Agriculture and Farming,School/After School,School Programs,LEG,017AGF
2010,1,California,Physical Activity,Public Transportation,Community,Housing Accessibility: Accessible Housing Task Force,LEG,040TRS
2013,1,Montana,Nutrition,Appropriations,School/After School,An Act Creating the Farm-to-School Grant Program,LEG,002APP
2011,1,Oregon,Physical Activity,"Parks, Recreation and Trails",Community,Healthy Lifestyles for Children,LEG,034PRT
2011,1,California,Nutrition,Appropriations,Restaurant/Retail,Consumer Protections: Made in California Program,LEG,002APP
2009,1,Maryland,Obesity,Appropriations,School/After School,Public School Construction,REG,002APP
2010,1,Michigan,Obesity,Appropriations,Community,Outdoor Activities,LEG,002APP
2010,1,Oregon,Physical Activity,Public Transportation,Community,Rural Airports,LEG,040TRS
2009,1,Minnesota,Nutrition,Food Assistance Programs,Community,WIC Program Funds,REG,003FAP
2010,1,Rhode Island,Obesity,Appropriations,Community,Courts and Civil Procedure,LEG,002APP
2011,1,Hawaii,Nutrition,Incentives,Medical and/or Hospital,Tax Credits,LEG,029INC
2011,1,Tennessee,Nutrition,Incentives,Restaurant/Retail,Privilege Tax,LEG,029INC
2012,1,Mississippi,Obesity,Initiatives and Programs,Community,An Act to Create the Sweetened Beverage and Syrup Tax Law<br>,LEG,053INP
2014,1,Illinois,Physical Activity,Initiatives and Programs,Work Place,Provisions Applicable to Individual and Group Policies,REG,053INP
2011,1,Kentucky,Nutrition,Incentives,Early Care and Education,Legislative Task Force on Childhood Obesity,LEG,029INC
2011,1,Minnesota,Obesity,Food Restrictions,Community,Agriculture,LEG,020FOR
2010,1,Iowa,Obesity,Food Restrictions,Community,Persons Who Operate Dairy Farms,LEG,020FOR
2010,1,Texas,Nutrition,Agriculture and Farming,Community,2011 Multifamily Housing Revenue Bond Rules,REG,017AGF
2010,1,South Carolina,Nutrition,Appropriations,Community,Sweetened Beverage Tax Act,LEG,002APP
2009,1,Hawaii,Physical Activity,Media Campaigns,School/After School,School Traffic Safety,LEG,031MDC
2011,1,California,Nutrition,Medical Care,Community,Safe Routes to School,LEG,026MEC
2011,1,New York,Nutrition,Disparities/Equity,Restaurant/Retail,Senior Benefits Card Program,LEG,013DEQ
2010,1,Colorado,Nutrition,Food Assistance Programs,Community,Campaign to End Childhood Hunger By 2015,LEG,003FAP
2009,1,Iowa,Obesity,Access to Drinking Water,School/After School,Drinking Fountains,LEG,014ADW
2011,1,Texas,Obesity,Sugar Sweetened Beverages,Community,Programs to Improve Health of Public School Students,LEG,046SSB
2010,1,New York,Obesity,Disparities/Equity,Work Place,Advisory Committee on Public Wellness,LEG,013DEQ
2010,1,New York,Nutrition,Farmers Markets,Restaurant/Retail,Greenmarket Definition,LEG,016FAM
2010,1,Colorado,Obesity,Appropriations,Community,Food Systems Advisory Council,LEG,002APP
2010,1,Washington,Obesity,Food Restrictions,Community,Property Tax Exemption for Church Property,LEG,020FOR
2010,1,Kentucky,Physical Activity,Appropriations,Community,Appropriations and Revenue,LEG,002APP
2011,1,Connecticut,Nutrition,Food Policy Councils,Community,An Act Concerning the Governor's Council for Agricultural Development<br>,LEG,022FPC
2009,1,Massachusetts,Physical Activity,Built Environment and Street-Scale Design,Community,Arlington Pedestrian Safety,LEG,049BED
2011,1,Iowa,Nutrition,Media Campaigns,Community,An Act Related to Appropriations<br>,LEG,031MDC
2009,1,Wisconsin,Nutrition,School Nutrition,School/After School,Day Care Centers,LEG,043SNU
2011,1,Oregon,Nutrition,Disparities/Equity,Community,Nutrition,LEG,013DEQ
2009,1,California,Nutrition,School Nutrition,School/After School,Before and After School Programs,LEG,043SNU
2010,1,New Hampshire,Nutrition,Food Assistance Programs,Community,Home and Community-Based Care for the Elderly,REG,003FAP
2011,1,Florida,Obesity,Body Mass Index (BMI),Community,Growth Management Provisions,LEG,006BMI
2010,1,Massachusetts,Physical Activity,Appropriations,Community,Fiscal Year 2011 Budget,LEG,002APP
2010,1,Colorado,Obesity,Food Restrictions,Community,Food Systems Advisory Council,LEG,020FOR
2009,1,Georgia,Obesity,Appropriations,Community,Pedestrians,LEG,002APP
2011,1,Minnesota,Obesity,Disparities/Equity,Community,Health,LEG,013DEQ
2007,1,Georgia,Physical Activity,Initiatives and Programs,School/After School,House Resolution  <br>,LEG,053INP
2009,1,Connecticut,Nutrition,Food Assistance Programs,Community,State Department on Aging,LEG,003FAP
2009,1,Kentucky,Physical Activity,Physical Education Requirements,School/After School,Nutritional Standards for School Foods,REG,036PER
2010,1,West Virginia,Nutrition,Task Forces/Councils,Community,Food Council,LEG,047TFC
2009,1,Washington,Nutrition,Farmers Markets,Community,A Meat And Poultry Inspection Program,LEG,016FAM
2011,1,West Virginia,Obesity,Portion Size,Restaurant/Retail,Healthy Lifestyles Restaurant Calorie Posting Program,LEG,038POS
2010,1,Indiana,Obesity,Body Mass Index (BMI),Community,Designation of Communities for a Lifetime,LEG,006BMI
2009,1,Louisiana,Physical Activity,Physical Education Requirements,School/After School,Health Related Fitness Assessments,LEG,036PER
2003,1,Illinois,Nutrition,Food Security,Community,An Act Making Appropriations<br>,LEG,023FOS
2004,1,Connecticut,Nutrition,Food Security,Community,An Act Making Appropriations<br>,LEG,023FOS
2003,1,Illinois,Obesity,Appropriations,Community,Highway Code,LEG,002APP
2011,1,Tennessee,Physical Activity,Built Environment and Street-Scale Design,Community,An Act Relating to the Construction of Facilities and Trails <br>,LEG,049BED
2010,1,Mississippi,Nutrition,Agriculture and Farming,School/After School,Healthier School Initiative,LEG,017AGF
2010,1,Delaware,Nutrition,Liability and Indemnity,School/After School,State Appropriations,LEG,030LAI
2011,1,New York,Nutrition,Appropriations,Community,Statewide and Regional Farm Guides,LEG,002APP
2012,1,California,Nutrition,Nutrition Standards,School/After School,An Act Making Appropriations<br>,LEG,010NUS
2009,1,Massachusetts,Physical Activity,Bicycling,School/After School,Student Nutrition and Wellness,LEG,005BIK
2011,1,New Jersey,Obesity,Liability and Indemnity,Work Place,State Health Benefits Program State Employee Wellness,LEG,030LAI
2009,1,Tennessee,Obesity,Incentives,Community,Taxes Privilege,LEG,029INC
2009,1,Oregon,Nutrition,Appropriations,Medical and/or Hospital,Insurer Healthy Behavior Awards,LEG,002APP
2009,1,Massachusetts,Physical Activity,Safe Routes to Schools,Community,Transportation System Reform,LEG,041SRS
2011,1,Illinois,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Public Aid Code,LEG,046SSB
2009,1,Massachusetts,Nutrition,Farm Direct Foods,Restaurant/Retail,Farmers Markets,LEG,015FDF
2010,1,Hawaii,Obesity,Food Restrictions,Community,Government,LEG,020FOR
2009,1,Massachusetts,Obesity,Appropriations,Community,Office of Business Development,LEG,002APP
2009,1,Iowa,Obesity,Food Restrictions,School/After School,School Breakfast and Lunch Program,REG,020FOR
2010,1,Oklahoma,Obesity,Appropriations,School/After School,Schools Physical Education,LEG,002APP
2010,1,Oklahoma,Nutrition,Nutrition Standards,Community,"My Life, My Choice",REG,010NUS
2011,1,Tennessee,Obesity,Appropriations,Community,Industrial Development,LEG,002APP
2009,1,Tennessee,Nutrition,Appropriations,Community,Taxes Privilege,LEG,002APP
2011,1,Texas,Nutrition,Fruits and Vegetables,Restaurant/Retail,Interagency Obesity Council,LEG,025FAV
2011,1,Hawaii,Physical Activity,Safe Routes to Schools,School/After School,Public Safety,LEG,041SRS
2011,1,Texas,Physical Activity,"Parks, Recreation and Trails",Community,Midlothian Municipal Management District No. 2,LEG,034PRT
2009,1,New Mexico,Physical Activity,Physical Education Requirements,School/After School,Physical Education Electives,LEG,036PER
2010,1,New Mexico,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Snack Food Taxation,LEG,046SSB
2009,1,Illinois,Obesity,Menu Labeling,Community,Menu Education and Labeling Act,LEG,032MNL
2009,1,Illinois,Nutrition,Access to Healthy Foods,Community,Arthritis Prevention and Control,LEG,001AHF
2011,1,Alabama,Nutrition,Media Campaigns,Community,Public K-12 Education,LEG,031MDC
2010,1,California,Physical Activity,Pedestrians/Walking,Community,Transit Village Development Districts,LEG,052PED
2011,1,Mississippi,Nutrition,Incentives,Community,Sales Tax,LEG,029INC
2011,1,Maine,Nutrition,Appropriations,School/After School,Student Performance,LEG,002APP
2003,1,Vermont,Physical Activity,Physical Activity Requirements,School/After School,Nutrition Policy in Schools,LEG,035PAR
2011,1,Iowa,Nutrition,Fruits and Vegetables,Community,Local Foods,LEG,025FAV
2009,1,Vermont,Nutrition,Agriculture and Farming,Community,Competitive Grants Program,LEG,017AGF
2009,1,Vermont,Nutrition,Agriculture and Farming,Community,Economic Development,LEG,017AGF
2010,1,Hawaii,Nutrition,Appropriations,School/After School,Artificial Trans Fat,LEG,002APP
2015,1,New York,Physical Activity,Task Forces/Councils,Early Care and Education,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,LEG,047TFC
2007,1,Michigan,Nutrition,Appropriations,Community,Use Tax Revisions,LEG,002APP
2010,1,Texas,Obesity,Appropriations,School/After School,2011 Housing Tax Credit Program,REG,002APP
2016,2,Connecticut,Nutrition,Farm Direct Foods,School/After School,An act concerning Connecticut's Farm to School program,LEG,015FDF
2010,1,Wisconsin,Obesity,Appropriations,Community,Local Tax Districts,LEG,002APP
2007,1,Illinois,Obesity,Menu Labeling,Community,Bicycle and Pedestrian Ways,LEG,032MNL
2009,1,Florida,Nutrition,Appropriations,Community,Sales and Use Tax,LEG,002APP
2011,1,Illinois,Obesity,Sugar Sweetened Beverages,Restaurant/Retail,Public Aid Code,LEG,046SSB
2007,1,New Mexico,Nutrition,Initiatives and Programs,School/After School,An Act Making Appropriations <br>,LEG,053INP
2002,1,Florida,Physical Activity,Bicycling,School/After School,An Act Relating to Safe Transportation for Children<br>,LEG,005BIK
2009,1,Kentucky,Nutrition,Appropriations,Work Place,State Employee Health Insurance,LEG,002APP
2011,1,Hawaii,Nutrition,Point of Purchase Promotion,Restaurant/Retail,Aspartame,LEG,037POP
2009,1,New York,Obesity,Initiatives and Programs,School/After School,Health Risks of Overweight and Underweight Children,LEG,053INP
2005,1,Delaware,Physical Activity,Physical Activity Requirements,School/After School,Assessment of Public School Students,LEG,035PAR
2009,1,New York,Physical Activity,Public Safety,Community,Tax Increment Bonds Payable From Real Property Taxes,LEG,039SAF
2011,1,North Carolina,Obesity,Task Forces/Councils,School/After School,Child Nutrition Program Changes,LEG,047TFC
2010,1,Mississippi,Nutrition,Agriculture and Farming,Restaurant/Retail,Bonds,LEG,017AGF
2010,1,Washington,Nutrition,Appropriations,Community,Property Tax Exemption for Church Property,LEG,002APP
2010,1,New York,Nutrition,Trans Fats,Restaurant/Retail,Sale Or Use of Artificial Trans Fat,LEG,050FAT
2009,1,Florida,Nutrition,Nutrition Standards,Early Care and Education,Child Care,REG,010NUS
2011,1,Iowa,Nutrition,Appropriations,Community,An Act Related to Appropriations<br>,LEG,002APP
2014,3,West Virginia,Obesity,Food Restrictions,School/After School,Standards for School Nutrition,REG,020FOR
2009,1,North Dakota,Physical Activity,Public Transportation,Community,Street Plans,LEG,040TRS
2011,1,Vermont,Obesity,Body Mass Index (BMI),Community,Transportation Program,LEG,006BMI
2010,1,New Jersey,Physical Activity,Built Environment and Street-Scale Design,Community,Traffic Lights,LEG,049BED
2010,1,District of Columbia,Nutrition,Food Assistance Programs,Restaurant/Retail,Budget Support Congressional Review,LEG,003FAP
2011,1,Texas,Physical Activity,Physical Education Requirements,Community,Sweetened Beverages Tax,LEG,036PER
2011,1,Vermont,Obesity,Appropriations,Community,Agriculture Economic Development,LEG,002APP
2009,1,New York,Physical Activity,"Parks, Recreation and Trails",Community,Tax Increment Financing Program,LEG,034PRT
2011,1,Minnesota,Nutrition,Appropriations,Community,Capital Improvements,LEG,002APP
2009,1,Missouri,Physical Activity,Public Safety,Community,City of Grandview,LEG,039SAF
2010,1,New Jersey,Physical Activity,Disabilities,Community,Playground Equipment Disabled Person Accessibility,LEG,011DIS
2012,1,Iowa,Nutrition,Correctional Facilities Farms Programs,Community,An Act Making Appropriations to the Justice System,LEG,018CFP
2009,1,Georgia,Nutrition,Medical Care,Community,Uniform Rules of the Road,LEG,026MEC
2010,1,Washington,Nutrition,Appropriations,Community,Church Property,LEG,002APP
2011,1,Minnesota,Physical Activity,Public Transportation,Community,Stadiums,LEG,040TRS
2009,1,New York,Nutrition,Appropriations,Community,Tax Exemptions for Low Priced Food and Beverages,LEG,002APP
2011,1,New York,Obesity,Appropriations,Restaurant/Retail,Senior Benefits Card Program,LEG,002APP
2009,1,Minnesota,Physical Activity,Safe Routes to Schools,School/After School,Capital Improvements,LEG,041SRS
2012,1,West Virginia,Physical Activity,Initiatives and Programs,Early Care and Education,Family Child Care Facility Licensing Requirements<br>,REG,053INP
2010,1,Mississippi,Obesity,Food Restrictions,Community,Department of Agriculture and Commerce,LEG,020FOR
2009,1,Ohio,Obesity,Appropriations,School/After School,Junior ROTC,LEG,002APP
2011,1,Virginia,Physical Activity,Built Environment and Street-Scale Design,Community,US Route 1 Corridor Study,LEG,049BED
2009,1,Illinois,Nutrition,Appropriations,Restaurant/Retail,Retailers' Occupation Tax,REG,002APP
2012,1,California,Nutrition,Disparities/Equity,Community,An Act Relating to Land Use<br>,LEG,013DEQ
2010,1,New Jersey,Physical Activity,Safe Routes to Schools,School/After School,School Transportation in Hazardous Routes,LEG,041SRS
2010,1,Louisiana,Obesity,Appropriations,Community,Bicycles and Traffic,LEG,002APP
2010,1,Michigan,Obesity,Food Restrictions,Community,Community Health,LEG,020FOR
2011,1,Mississippi,Obesity,Disparities/Equity,School/After School,Sweetened Beverages and Syrups Tax,LEG,013DEQ
2011,1,Hawaii,Obesity,Menu Labeling,Community,Affordable Housing,LEG,032MNL
2013,1,New York,Obesity,Food Restrictions,Restaurant/Retail,An Act to Amend the Public Health Law,LEG,020FOR
2009,1,New York,Obesity,Appropriations,Community,Pedestrian Safety Enhancement Act,LEG,002APP
2009,1,Washington,Obesity,Front of Package Labeling,School/After School,Annual School Reporting,LEG,024FOP
2011,1,Pennsylvania,Nutrition,Vending,Community,Recreational Land Liability,LEG,051VEN
2010,1,California,Obesity,Body Mass Index (BMI),Community,Allocation System: Unified Volume Ceiling,REG,006BMI
2015,1,West Virginia,Obesity,Body Mass Index (BMI),School/After School,BMI Screening Rules,LEG,006BMI
2011,1,Texas,Obesity,Food Restrictions,Community,Advisory Committee to Study Urban Farming,LEG,020FOR
2010,1,Texas,Nutrition,Initiatives and Programs,Early Care and Education,Developmental Activities And Activity Plan,REG,053INP
