UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Contract Term (Months),Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier Name,Supplier Type,Registered Number,Postcode,Council Directorate
6029,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Rochdale Training Association Limited,Medium,897078,OL16 5NA,Stockport- Services to People
6030,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,SHL Training Solutions Limited,Medium,6566149,SK6 6DE,Stockport- Services to People
6031,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Cheshire College - South and West (South Cheshire College and West Cheshire College),Medium,-,CW2 8AB,Stockport- Services to People
6032,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,The Big Life Company Limited,Medium,4227431,M16 9AB,Stockport- Services to People
6033,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,The Care Learning Centre Limited,Medium,4213323,PO30 5BF,Stockport- Services to People
6034,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Total People Limited,Medium,6380764,M11 2WH,Stockport- Services to People
6035,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,Training Synergy Limited T/A Escalla,Medium,5333127,SW1P 2AL,Stockport- Services to People
6036,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,University of Chester,Medium,-,CH1 4BJ,Stockport- Services to People
6037,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,West Nottinghamshire College Educational Trust t/a Vision Business,Medium,8337041,NG18 5BH,Stockport- Services to People
6038,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,ALDER CARE TRAINING LIMITED,Medium,5200309,L1 5AY,Stockport- Services to People
6039,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,THE GROWTH COMPANY LIMITED,Medium,2443911,M1 5JW,Stockport- Services to People
6040,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,REMIT GROUP LIMITED,Medium,6552314,W1W 5AB,Stockport- Services to People
6041,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,SOLVO VIR LIMITED,Medium,7943590,M33 3HD,Stockport- Services to People
6042,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Apprentice Training and End-point Assessments ,Call Off (External),Call Off (External),02/01/2018,36,48,02/01/2021,No,02/01/2022,02/01/2020,-,-,BARNSLEY COLLEGE,Medium,-,S70 2YW,Stockport- Services to People
6051,Stockport Council,271440-Information Communication Technology : Software : ,ÂBetter-OffÂ software,Exemption,Contract,30/04/2018,36,36,31/03/2021,No,31/03/2021,30/04/2019,"Â£18,000.00","Â£54,000.00",Looking Local Ltd,Small,11061996,TW11 8HG,Stockport- Corporate & Support Services
6053,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Teaching Assistants,Procured by Other,Contract,19/04/2018,12,12,19/04/2019,No,19/04/2019,19/10/2018,"Â£10,000.00","Â£10,000.00",I TEACHERS LTD,-,-,-,Stockport- Services to People
6059,Stockport Council,151200-Consultancy : Efficiency : ,Improvement Advisor for Tameside,Exemption,Contract,01/05/2018,12,12,30/04/2019,No,30/04/2019,,"Â£13,000.00","Â£13,000.00",Andrew Webb Consultancy Limited,SME,-,-,Stockport- Corporate & Support Services
6063,Stockport Council,281000-Legal Services : Advocacy : ,Solicitors fees on various ongoing insurance claims ,Exemption,Contract,-,-,-,-,No,-,-,"Â£50,000.00","Â£50,000.00",BERRYMANS LACE MAWER LLP (BLM),-,OC340981,M3 2NU,Stockport- Corporate & Support Services
6076,Stockport Council,271440-Information Communication Technology : Software : ,Trojan Caspar Money Management Software,RBS - Low - Quick Quote,Contract,29/05/2018,60,60,29/05/2023,No,29/05/2023,29/05/2022,"Â£25,000.00","Â£25,000.00",Trojan Consultants Limited,Medium,1542629,B60 4DJ,Stockport- Corporate & Support Services
6079,Stockport Council,152200-Consultancy : Technical & Feasibility : ,"Architectural services in relation to Winters, Stockport. ",RBS - Low - Quick Quote,Contract,01/06/2018,-,-,-,No,,,"Â£20,726.00","Â£20,726.00",Day Architectural Ltd,Small,7448902,M3 2BW,Stockport- Services to Place
6082,Stockport Council,152100-Consultancy : Strategic Planning : ,Planning Consultant Services,Exemption,Contract,15/06/2018,3,3,20/09/2018,No,,,"Â£8,000.00","Â£8,000.00",Paul Butler Associates (PBA),Small,3398456,M3 7AQ,Stockport- Services to Place
6087,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Temporary Licensing Officer,Procured by Other,Contract,25/06/2018,10,10,31/03/2019,No,31/03/2019,31/12/2018,"Â£40,000.00","Â£40,000.00",G2 Recruitment,SME,08067630,B3 3AS,Stockport- Services to Place
6089,Stockport Council,261400-Human Resources : Temporary & Agency Staff : ,Temporary Environmantal Health Officer,Procured by Other,Contract,02/07/2018,3,3,30/09/2018,No,30/09/2018,30/08/2018,"Â£10,920.00","Â£10,920.00",G2 Recruitment,SME,08067630,WC1X 8AL,Stockport- Services to Place
